#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Button Up,Button Down,Host Connected,End of File
1600,08/14/2024 10:00:00,26.542,,,,
1601,08/14/2024 10:10:00,26.789,,,,
1602,08/14/2024 10:20:00,27.035,,,,
1603,08/14/2024 10:30:00,27.411,,,,
1604,08/14/2024 10:40:00,27.647,,,,
1605,08/14/2024 10:50:00,27.818,,,,
1606,08/14/2024 11:00:00,28.076,,,,
1607,08/14/2024 11:10:00,28.290,,,,
1608,08/14/2024 11:20:00,28.419,,,,
1609,08/14/2024 11:30:00,28.569,,,,
1610,08/14/2024 11:40:00,28.698,,,,
1611,08/14/2024 11:50:00,28.826,,,,
1612,08/14/2024 12:00:00,28.955,,,,
1613,08/14/2024 12:10:00,28.976,,,,
1614,08/14/2024 12:20:00,29.127,,,,
1615,08/14/2024 12:30:00,29.320,,,,
1616,08/14/2024 12:40:00,29.481,,,,
1617,08/14/2024 12:50:00,29.620,,,,
1618,08/14/2024 13:00:00,29.706,,,,
1619,08/14/2024 13:10:00,29.792,,,,
1620,08/14/2024 13:20:00,29.845,,,,
1621,08/14/2024 13:30:00,29.920,,,,
1622,08/14/2024 13:40:00,29.974,,,,
1623,08/14/2024 13:50:00,30.017,,,,
1624,08/14/2024 14:00:00,29.995,,,,
1625,08/14/2024 14:10:00,30.017,,,,
1626,08/14/2024 14:20:00,30.145,,,,
1627,08/14/2024 14:30:00,30.221,,,,
1628,08/14/2024 14:40:00,30.242,,,,
1629,08/14/2024 14:50:00,30.253,,,,
1630,08/14/2024 15:00:00,30.371,,,,
1631,08/14/2024 15:10:00,30.328,,,,
1632,08/14/2024 15:20:00,30.253,,,,
1633,08/14/2024 15:30:00,30.242,,,,
1634,08/14/2024 15:40:00,30.328,,,,
1635,08/14/2024 15:50:00,30.317,,,,
1636,08/14/2024 16:00:00,30.446,,,,
1637,08/14/2024 16:10:00,30.349,,,,
1638,08/14/2024 16:20:00,30.210,,,,
1639,08/14/2024 16:30:00,30.199,,,,
1640,08/14/2024 16:40:00,30.145,,,,
1641,08/14/2024 16:50:00,30.124,,,,
1642,08/14/2024 17:00:00,30.070,,,,
1643,08/14/2024 17:10:00,30.060,,,,
1644,08/14/2024 17:20:00,30.070,,,,
1645,08/14/2024 17:30:00,30.017,,,,
1646,08/14/2024 17:40:00,29.963,,,,
1647,08/14/2024 17:50:00,29.867,,,,
1648,08/14/2024 18:00:00,29.813,,,,
1649,08/14/2024 18:10:00,29.770,,,,
1650,08/14/2024 18:20:00,29.727,,,,
1651,08/14/2024 18:30:00,29.631,,,,
1652,08/14/2024 18:40:00,29.588,,,,
1653,08/14/2024 18:50:00,29.513,,,,
1654,08/14/2024 19:00:00,29.459,,,,
1655,08/14/2024 19:10:00,29.384,,,,
1656,08/14/2024 19:20:00,29.320,,,,
1657,08/14/2024 19:30:00,29.223,,,,
1658,08/14/2024 19:40:00,29.159,,,,
1659,08/14/2024 19:50:00,29.041,,,,
1660,08/14/2024 20:00:00,28.987,,,,
1661,08/14/2024 20:10:00,28.880,,,,
1662,08/14/2024 20:20:00,28.762,,,,
1663,08/14/2024 20:30:00,28.698,,,,
1664,08/14/2024 20:40:00,28.633,,,,
1665,08/14/2024 20:50:00,28.590,,,,
1666,08/14/2024 21:00:00,28.526,,,,
1667,08/14/2024 21:10:00,28.440,,,,
1668,08/14/2024 21:20:00,28.387,,,,
1669,08/14/2024 21:30:00,28.301,,,,
1670,08/14/2024 21:40:00,28.236,,,,
1671,08/14/2024 21:50:00,28.151,,,,
1672,08/14/2024 22:00:00,28.086,,,,
1673,08/14/2024 22:10:00,28.000,,,,
1674,08/14/2024 22:20:00,27.925,,,,
1675,08/14/2024 22:30:00,27.882,,,,
1676,08/14/2024 22:40:00,27.818,,,,
1677,08/14/2024 22:50:00,27.775,,,,
1678,08/14/2024 23:00:00,27.722,,,,
1679,08/14/2024 23:10:00,27.647,,,,
1680,08/14/2024 23:20:00,27.614,,,,
1681,08/14/2024 23:30:00,27.571,,,,
1682,08/14/2024 23:40:00,27.518,,,,
1683,08/14/2024 23:50:00,27.453,,,,
1684,08/15/2024 00:00:00,27.421,,,,
1685,08/15/2024 00:10:00,27.357,,,,
1686,08/15/2024 00:20:00,27.336,,,,
1687,08/15/2024 00:30:00,27.271,,,,
1688,08/15/2024 00:40:00,27.218,,,,
1689,08/15/2024 00:50:00,27.185,,,,
1690,08/15/2024 01:00:00,27.153,,,,
1691,08/15/2024 01:10:00,27.132,,,,
1692,08/15/2024 01:20:00,27.067,,,,
1693,08/15/2024 01:30:00,27.046,,,,
1694,08/15/2024 01:40:00,27.014,,,,
1695,08/15/2024 01:50:00,26.982,,,,
1696,08/15/2024 02:00:00,26.949,,,,
1697,08/15/2024 02:10:00,26.906,,,,
1698,08/15/2024 02:20:00,26.885,,,,
1699,08/15/2024 02:30:00,26.810,,,,
1700,08/15/2024 02:40:00,26.810,,,,
1701,08/15/2024 02:50:00,26.767,,,,
1702,08/15/2024 03:00:00,26.756,,,,
1703,08/15/2024 03:10:00,26.724,,,,
1704,08/15/2024 03:20:00,26.692,,,,
1705,08/15/2024 03:30:00,26.660,,,,
1706,08/15/2024 03:40:00,26.617,,,,
1707,08/15/2024 03:50:00,26.574,,,,
1708,08/15/2024 04:00:00,26.563,,,,
1709,08/15/2024 04:10:00,26.531,,,,
1710,08/15/2024 04:20:00,26.510,,,,
1711,08/15/2024 04:30:00,26.488,,,,
1712,08/15/2024 04:40:00,26.477,,,,
1713,08/15/2024 04:50:00,26.435,,,,
1714,08/15/2024 05:00:00,26.381,,,,
1715,08/15/2024 05:10:00,26.392,,,,
1716,08/15/2024 05:20:00,26.370,,,,
1717,08/15/2024 05:30:00,26.349,,,,
1718,08/15/2024 05:40:00,26.317,,,,
1719,08/15/2024 05:50:00,26.295,,,,
1720,08/15/2024 06:00:00,26.295,,,,
1721,08/15/2024 06:10:00,26.284,,,,
1722,08/15/2024 06:20:00,26.295,,,,
1723,08/15/2024 06:30:00,26.274,,,,
1724,08/15/2024 06:40:00,26.274,,,,
1725,08/15/2024 06:50:00,26.263,,,,
1726,08/15/2024 07:00:00,26.252,,,,
1727,08/15/2024 07:10:00,26.263,,,,
1728,08/15/2024 07:20:00,26.252,,,,
1729,08/15/2024 07:30:00,26.284,,,,
1730,08/15/2024 07:40:00,26.274,,,,
1731,08/15/2024 07:50:00,26.317,,,,
1732,08/15/2024 08:00:00,26.317,,,,
1733,08/15/2024 08:10:00,26.317,,,,
1734,08/15/2024 08:20:00,26.360,,,,
1735,08/15/2024 08:30:00,26.381,,,,
1736,08/15/2024 08:40:00,26.424,,,,
1737,08/15/2024 08:50:00,26.445,,,,
1738,08/15/2024 09:00:00,26.456,,,,
1739,08/15/2024 09:10:00,26.456,,,,
1740,08/15/2024 09:20:00,26.467,,,,
1741,08/15/2024 09:30:00,26.445,,,,
1742,08/15/2024 09:40:00,26.488,,,,
1743,08/15/2024 09:50:00,26.542,,,,
1744,08/15/2024 10:00:00,26.563,,,,
1745,08/15/2024 10:10:00,26.638,,,,
1746,08/15/2024 10:20:00,26.660,,,,
1747,08/15/2024 10:30:00,26.724,,,,
1748,08/15/2024 10:40:00,26.799,,,,
1749,08/15/2024 10:50:00,27.024,,,,
1750,08/15/2024 11:00:00,27.250,,,,
1751,08/15/2024 11:10:00,27.346,,,,
1752,08/15/2024 11:20:00,27.346,,,,
1753,08/15/2024 11:30:00,27.378,,,,
1754,08/15/2024 11:40:00,27.561,,,,
1755,08/15/2024 11:50:00,27.647,,,,
1756,08/15/2024 12:00:00,27.818,,,,
1757,08/15/2024 12:10:00,27.807,,,,
1758,08/15/2024 12:20:00,27.807,,,,
1759,08/15/2024 12:30:00,27.882,,,,
1760,08/15/2024 12:40:00,28.022,,,,
1761,08/15/2024 12:50:00,28.140,,,,
1762,08/15/2024 13:00:00,28.258,,,,
1763,08/15/2024 13:10:00,28.365,,,,
1764,08/15/2024 13:20:00,28.451,,,,
1765,08/15/2024 13:30:00,28.429,,,,
1766,08/15/2024 13:40:00,28.440,,,,
1767,08/15/2024 13:50:00,28.472,,,,
1768,08/15/2024 14:00:00,28.515,,,,
1769,08/15/2024 14:10:00,28.612,,,,
1770,08/15/2024 14:20:00,28.762,,,,
1771,08/15/2024 14:30:00,28.934,,,,
1772,08/15/2024 14:40:00,29.073,,,,
1773,08/15/2024 14:50:00,29.105,,,,
1774,08/15/2024 15:00:00,29.159,,,,
1775,08/15/2024 15:10:00,29.245,,,,
1776,08/15/2024 15:20:00,29.352,,,,
1777,08/15/2024 15:30:00,29.395,,,,
1778,08/15/2024 15:40:00,29.448,,,,
1779,08/15/2024 15:50:00,29.502,,,,
1780,08/15/2024 16:00:00,29.566,,,,
1781,08/15/2024 16:10:00,29.609,,,,
1782,08/15/2024 16:20:00,29.716,,,,
1783,08/15/2024 16:30:00,29.759,,,,
1784,08/15/2024 16:40:00,29.802,,,,
1785,08/15/2024 16:50:00,29.802,,,,
1786,08/15/2024 17:00:00,29.845,,,,
1787,08/15/2024 17:10:00,29.834,,,,
1788,08/15/2024 17:20:00,29.856,,,,
1789,08/15/2024 17:30:00,29.845,,,,
1790,08/15/2024 17:40:00,29.824,,,,
1791,08/15/2024 17:50:00,29.834,,,,
1792,08/15/2024 18:00:00,29.770,,,,
1793,08/15/2024 18:10:00,29.759,,,,
1794,08/15/2024 18:20:00,29.695,,,,
1795,08/15/2024 18:30:00,29.620,,,,
1796,08/15/2024 18:40:00,29.588,,,,
1797,08/15/2024 18:50:00,29.513,,,,
1798,08/15/2024 19:00:00,29.448,,,,
1799,08/15/2024 19:10:00,29.373,,,,
1800,08/15/2024 19:20:00,29.309,,,,
1801,08/15/2024 19:30:00,29.234,,,,
1802,08/15/2024 19:40:00,29.169,,,,
1803,08/15/2024 19:50:00,29.084,,,,
1804,08/15/2024 20:00:00,29.019,,,,
1805,08/15/2024 20:10:00,28.966,,,,
1806,08/15/2024 20:20:00,28.880,,,,
1807,08/15/2024 20:30:00,28.805,,,,
1808,08/15/2024 20:40:00,28.751,,,,
1809,08/15/2024 20:50:00,28.708,,,,
1810,08/15/2024 21:00:00,28.633,,,,
1811,08/15/2024 21:10:00,28.569,,,,
1812,08/15/2024 21:20:00,28.505,,,,
1813,08/15/2024 21:30:00,28.462,,,,
1814,08/15/2024 21:40:00,28.397,,,,
1815,08/15/2024 21:50:00,28.333,,,,
1816,08/15/2024 22:00:00,28.269,,,,
1817,08/15/2024 22:10:00,28.226,,,,
1818,08/15/2024 22:20:00,28.161,,,,
1819,08/15/2024 22:30:00,28.108,,,,
1820,08/15/2024 22:40:00,28.033,,,,
1821,08/15/2024 22:50:00,27.990,,,,
1822,08/15/2024 23:00:00,27.936,,,,
1823,08/15/2024 23:10:00,27.893,,,,
1824,08/15/2024 23:20:00,27.829,,,,
1825,08/15/2024 23:30:00,27.797,,,,
1826,08/15/2024 23:40:00,27.722,,,,
1827,08/15/2024 23:50:00,27.614,,,,
1828,08/16/2024 00:00:00,27.486,,,,
1829,08/16/2024 00:10:00,27.432,,,,
