#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Host Connected,Stopped,End of File
70,08/03/2024 19:30:00,27.185,,,
71,08/03/2024 19:40:00,27.121,,,
72,08/03/2024 19:50:00,27.046,,,
73,08/03/2024 20:00:00,26.982,,,
74,08/03/2024 20:10:00,26.928,,,
75,08/03/2024 20:20:00,26.864,,,
76,08/03/2024 20:30:00,26.810,,,
77,08/03/2024 20:40:00,26.735,,,
78,08/03/2024 20:50:00,26.703,,,
79,08/03/2024 21:00:00,26.606,,,
80,08/03/2024 21:10:00,26.574,,,
81,08/03/2024 21:20:00,26.510,,,
82,08/03/2024 21:30:00,26.456,,,
83,08/03/2024 21:40:00,26.402,,,
84,08/03/2024 21:50:00,26.349,,,
85,08/03/2024 22:00:00,26.317,,,
86,08/03/2024 22:10:00,26.263,,,
87,08/03/2024 22:20:00,26.209,,,
88,08/03/2024 22:30:00,26.145,,,
89,08/03/2024 22:40:00,26.113,,,
90,08/03/2024 22:50:00,26.059,,,
91,08/03/2024 23:00:00,26.016,,,
92,08/03/2024 23:10:00,25.973,,,
93,08/03/2024 23:20:00,25.931,,,
94,08/03/2024 23:30:00,25.888,,,
95,08/03/2024 23:40:00,25.845,,,
96,08/03/2024 23:50:00,25.802,,,
97,08/04/2024 00:00:00,25.780,,,
98,08/04/2024 00:10:00,25.716,,,
99,08/04/2024 00:20:00,25.695,,,
100,08/04/2024 00:30:00,25.673,,,
101,08/04/2024 00:40:00,25.630,,,
102,08/04/2024 00:50:00,25.566,,,
103,08/04/2024 01:00:00,25.534,,,
104,08/04/2024 01:10:00,25.512,,,
105,08/04/2024 01:20:00,25.480,,,
106,08/04/2024 01:30:00,25.394,,,
107,08/04/2024 01:40:00,25.373,,,
108,08/04/2024 01:50:00,25.330,,,
109,08/04/2024 02:00:00,25.276,,,
110,08/04/2024 02:10:00,25.244,,,
111,08/04/2024 02:20:00,25.212,,,
112,08/04/2024 02:30:00,25.190,,,
113,08/04/2024 02:40:00,25.137,,,
114,08/04/2024 02:50:00,25.083,,,
115,08/04/2024 03:00:00,25.040,,,
116,08/04/2024 03:10:00,24.987,,,
117,08/04/2024 03:20:00,24.933,,,
118,08/04/2024 03:30:00,24.890,,,
119,08/04/2024 03:40:00,24.869,,,
120,08/04/2024 03:50:00,24.804,,,
121,08/04/2024 04:00:00,24.751,,,
122,08/04/2024 04:10:00,24.719,,,
123,08/04/2024 04:20:00,24.676,,,
124,08/04/2024 04:30:00,24.633,,,
125,08/04/2024 04:40:00,24.590,,,
126,08/04/2024 04:50:00,24.579,,,
127,08/04/2024 05:00:00,24.536,,,
128,08/04/2024 05:10:00,24.493,,,
129,08/04/2024 05:20:00,24.450,,,
130,08/04/2024 05:30:00,24.440,,,
131,08/04/2024 05:40:00,24.397,,,
132,08/04/2024 05:50:00,24.365,,,
133,08/04/2024 06:00:00,24.343,,,
134,08/04/2024 06:10:00,24.322,,,
135,08/04/2024 06:20:00,24.311,,,
136,08/04/2024 06:30:00,24.311,,,
137,08/04/2024 06:40:00,24.257,,,
138,08/04/2024 06:50:00,24.236,,,
139,08/04/2024 07:00:00,24.214,,,
140,08/04/2024 07:10:00,24.204,,,
141,08/04/2024 07:20:00,24.172,,,
142,08/04/2024 07:30:00,24.204,,,
143,08/04/2024 07:40:00,24.204,,,
144,08/04/2024 07:50:00,24.236,,,
145,08/04/2024 08:00:00,24.214,,,
146,08/04/2024 08:10:00,24.236,,,
147,08/04/2024 08:20:00,24.247,,,
148,08/04/2024 08:30:00,24.311,,,
149,08/04/2024 08:40:00,24.300,,,
150,08/04/2024 08:50:00,24.343,,,
151,08/04/2024 09:00:00,24.375,,,
152,08/04/2024 09:10:00,24.429,,,
153,08/04/2024 09:20:00,24.472,,,
154,08/04/2024 09:30:00,24.536,,,
155,08/04/2024 09:40:00,24.568,,,
156,08/04/2024 09:50:00,24.633,,,
157,08/04/2024 10:00:00,24.697,,,
158,08/04/2024 10:10:00,24.751,,,
159,08/04/2024 10:20:00,24.847,,,
160,08/04/2024 10:30:00,24.922,,,
161,08/04/2024 10:40:00,24.901,,,
162,08/04/2024 10:50:00,25.073,,,
163,08/04/2024 11:00:00,25.190,,,
164,08/04/2024 11:10:00,25.351,,,
165,08/04/2024 11:20:00,25.491,,,
166,08/04/2024 11:30:00,25.566,,,
167,08/04/2024 11:40:00,25.673,,,
168,08/04/2024 11:50:00,25.855,,,
169,08/04/2024 12:00:00,25.941,,,
170,08/04/2024 12:10:00,26.081,,,
171,08/04/2024 12:20:00,26.242,,,
172,08/04/2024 12:30:00,26.413,,,
173,08/04/2024 12:40:00,26.595,,,
174,08/04/2024 12:50:00,26.853,,,
175,08/04/2024 13:00:00,26.831,,,
176,08/04/2024 13:10:00,26.971,,,
177,08/04/2024 13:20:00,27.153,,,
178,08/04/2024 13:30:00,27.271,,,
179,08/04/2024 13:40:00,27.453,,,
180,08/04/2024 13:50:00,27.722,,,
181,08/04/2024 14:00:00,27.947,,,
182,08/04/2024 14:10:00,28.140,,,
183,08/04/2024 14:20:00,28.151,,,
184,08/04/2024 14:30:00,28.269,,,
185,08/04/2024 14:40:00,28.269,,,
186,08/04/2024 14:50:00,28.462,,,
187,08/04/2024 15:00:00,28.505,,,
188,08/04/2024 15:10:00,28.440,,,
189,08/04/2024 15:20:00,28.397,,,
190,08/04/2024 15:30:00,28.408,,,
191,08/04/2024 15:40:00,28.408,,,
192,08/04/2024 15:50:00,28.472,,,
193,08/04/2024 16:00:00,28.344,,,
194,08/04/2024 16:10:00,28.322,,,
195,08/04/2024 16:20:00,28.333,,,
196,08/04/2024 16:30:00,28.269,,,
197,08/04/2024 16:40:00,28.236,,,
198,08/04/2024 16:50:00,28.215,,,
199,08/04/2024 17:00:00,28.172,,,
200,08/04/2024 17:10:00,28.140,,,
201,08/04/2024 17:20:00,28.161,,,
202,08/04/2024 17:30:00,28.097,,,
203,08/04/2024 17:40:00,28.076,,,
204,08/04/2024 17:50:00,28.022,,,
205,08/04/2024 18:00:00,27.968,,,
206,08/04/2024 18:10:00,27.947,,,
207,08/04/2024 18:20:00,27.882,,,
208,08/04/2024 18:30:00,27.840,,,
209,08/04/2024 18:40:00,27.807,,,
210,08/04/2024 18:50:00,27.765,,,
211,08/04/2024 19:00:00,27.732,,,
212,08/04/2024 19:10:00,27.657,,,
213,08/04/2024 19:20:00,27.582,,,
214,08/04/2024 19:30:00,27.496,,,
215,08/04/2024 19:40:00,27.421,,,
216,08/04/2024 19:50:00,27.357,,,
217,08/04/2024 20:00:00,27.293,,,
218,08/04/2024 20:10:00,27.196,,,
219,08/04/2024 20:20:00,27.132,,,
220,08/04/2024 20:30:00,27.057,,,
221,08/04/2024 20:40:00,26.992,,,
222,08/04/2024 20:50:00,26.928,,,
223,08/04/2024 21:00:00,26.864,,,
224,08/04/2024 21:10:00,26.799,,,
225,08/04/2024 21:20:00,26.735,,,
226,08/04/2024 21:30:00,26.681,,,
227,08/04/2024 21:40:00,26.649,,,
228,08/04/2024 21:50:00,26.585,,,
229,08/04/2024 22:00:00,26.520,,,
230,08/04/2024 22:10:00,26.477,,,
231,08/04/2024 22:20:00,26.413,,,
232,08/04/2024 22:30:00,26.370,,,
233,08/04/2024 22:40:00,26.306,,,
234,08/04/2024 22:50:00,26.242,,,
235,08/04/2024 23:00:00,26.188,,,
236,08/04/2024 23:10:00,26.134,,,
237,08/04/2024 23:20:00,26.081,,,
238,08/04/2024 23:30:00,26.027,,,
239,08/04/2024 23:40:00,25.973,,,
240,08/04/2024 23:50:00,25.920,,,
241,08/05/2024 00:00:00,25.888,,,
242,08/05/2024 00:10:00,25.845,,,
243,08/05/2024 00:20:00,25.780,,,
244,08/05/2024 00:30:00,25.737,,,
245,08/05/2024 00:40:00,25.673,,,
246,08/05/2024 00:50:00,25.630,,,
247,08/05/2024 01:00:00,25.587,,,
248,08/05/2024 01:10:00,25.512,,,
249,08/05/2024 01:20:00,25.480,,,
250,08/05/2024 01:30:00,25.426,,,
251,08/05/2024 01:40:00,25.384,,,
252,08/05/2024 01:50:00,25.319,,,
253,08/05/2024 02:00:00,25.287,,,
254,08/05/2024 02:10:00,25.244,,,
255,08/05/2024 02:20:00,25.190,,,
256,08/05/2024 02:30:00,25.158,,,
257,08/05/2024 02:40:00,25.105,,,
258,08/05/2024 02:50:00,25.051,,,
259,08/05/2024 03:00:00,24.987,,,
260,08/05/2024 03:10:00,24.922,,,
261,08/05/2024 03:20:00,24.890,,,
262,08/05/2024 03:30:00,24.815,,,
263,08/05/2024 03:40:00,24.740,,,
264,08/05/2024 03:50:00,24.686,,,
265,08/05/2024 04:00:00,24.611,,,
266,08/05/2024 04:10:00,24.579,,,
267,08/05/2024 04:20:00,24.504,,,
268,08/05/2024 04:30:00,24.450,,,
269,08/05/2024 04:40:00,24.408,,,
270,08/05/2024 04:50:00,24.343,,,
271,08/05/2024 05:00:00,24.290,,,
272,08/05/2024 05:10:00,24.214,,,
273,08/05/2024 05:20:00,24.172,,,
274,08/05/2024 05:30:00,24.118,,,
275,08/05/2024 05:40:00,24.086,,,
276,08/05/2024 05:50:00,24.021,,,
277,08/05/2024 06:00:00,24.000,,,
278,08/05/2024 06:10:00,23.925,,,
279,08/05/2024 06:20:00,23.914,,,
280,08/05/2024 06:30:00,23.850,,,
281,08/05/2024 06:40:00,23.818,,,
282,08/05/2024 06:50:00,23.785,,,
283,08/05/2024 07:00:00,23.753,,,
284,08/05/2024 07:10:00,23.710,,,
285,08/05/2024 07:20:00,23.700,,,
286,08/05/2024 07:30:00,23.678,,,
287,08/05/2024 07:40:00,23.668,,,
288,08/05/2024 07:50:00,23.646,,,
289,08/05/2024 08:00:00,23.657,,,
290,08/05/2024 08:10:00,23.668,,,
291,08/05/2024 08:20:00,23.700,,,
292,08/05/2024 08:30:00,23.753,,,
293,08/05/2024 08:40:00,23.818,,,
294,08/05/2024 08:50:00,23.839,,,
295,08/05/2024 09:00:00,23.850,,,
296,08/05/2024 09:10:00,23.957,,,
297,08/05/2024 09:20:00,23.957,,,
298,08/05/2024 09:30:00,24.075,,,
299,08/05/2024 09:40:00,24.172,,,
300,08/05/2024 09:50:00,24.214,,,
301,08/05/2024 10:00:00,24.279,,,
302,08/05/2024 10:10:00,24.375,,,
303,08/05/2024 10:20:00,24.622,,,
304,08/05/2024 10:30:00,24.815,,,
305,08/05/2024 10:40:00,24.987,,,
306,08/05/2024 10:50:00,25.115,,,
307,08/05/2024 11:00:00,25.276,,,
308,08/05/2024 11:10:00,25.512,,,
309,08/05/2024 11:20:00,25.684,,,
310,08/05/2024 11:30:00,25.770,,,
311,08/05/2024 11:40:00,25.952,,,
312,08/05/2024 11:50:00,26.059,,,
313,08/05/2024 12:00:00,26.295,,,
314,08/05/2024 12:10:00,26.435,,,
315,08/05/2024 12:20:00,26.542,,,
316,08/05/2024 12:30:00,26.789,,,
317,08/05/2024 12:40:00,26.949,,,
318,08/05/2024 12:50:00,27.121,,,
319,08/05/2024 13:00:00,27.400,,,
320,08/05/2024 13:10:00,27.550,,,
321,08/05/2024 13:20:00,27.561,,,
322,08/05/2024 13:30:00,27.700,,,
323,08/05/2024 13:40:00,27.915,,,
324,08/05/2024 13:50:00,28.086,,,
325,08/05/2024 14:00:00,28.322,,,
326,08/05/2024 14:10:00,28.204,,,
327,08/05/2024 14:20:00,28.333,,,
328,08/05/2024 14:30:00,28.569,,,
329,08/05/2024 14:40:00,28.730,,,
330,08/05/2024 14:50:00,28.858,,,
331,08/05/2024 15:00:00,28.934,,,
332,08/05/2024 15:10:00,29.073,,,
333,08/05/2024 15:20:00,29.159,,,
334,08/05/2024 15:30:00,29.277,,,
335,08/05/2024 15:40:00,29.395,,,
336,08/05/2024 15:50:00,29.448,,,
337,08/05/2024 16:00:00,29.459,,,
338,08/05/2024 16:10:00,29.384,,,
339,08/05/2024 16:20:00,29.287,,,
340,08/05/2024 16:30:00,29.202,,,
341,08/05/2024 16:40:00,29.159,,,
342,08/05/2024 16:50:00,29.105,,,
343,08/05/2024 17:00:00,29.073,,,
344,08/05/2024 17:10:00,28.998,,,
345,08/05/2024 17:20:00,28.944,,,
346,08/05/2024 17:30:00,28.858,,,
347,08/05/2024 17:40:00,28.773,,,
348,08/05/2024 17:50:00,28.708,,,
349,08/05/2024 18:00:00,28.633,,,
350,08/05/2024 18:10:00,28.558,,,
351,08/05/2024 18:20:00,28.462,,,
352,08/05/2024 18:30:00,28.376,,,
353,08/05/2024 18:40:00,28.258,,,
354,08/05/2024 18:50:00,28.151,,,
355,08/05/2024 19:00:00,28.065,,,
356,08/05/2024 19:10:00,27.968,,,
357,08/05/2024 19:20:00,27.861,,,
358,08/05/2024 19:30:00,27.743,,,
359,08/05/2024 19:40:00,27.625,,,
360,08/05/2024 19:50:00,27.518,,,
361,08/05/2024 20:00:00,27.421,,,
362,08/05/2024 20:10:00,27.314,,,
363,08/05/2024 20:20:00,27.196,,,
364,08/05/2024 20:30:00,27.067,,,
365,08/05/2024 20:40:00,26.971,,,
366,08/05/2024 20:50:00,26.885,,,
367,08/05/2024 21:00:00,26.756,,,
368,08/05/2024 21:10:00,26.671,,,
369,08/05/2024 21:20:00,26.563,,,
370,08/05/2024 21:30:00,26.467,,,
371,08/05/2024 21:40:00,26.370,,,
372,08/05/2024 21:50:00,26.284,,,
373,08/05/2024 22:00:00,26.177,,,
374,08/05/2024 22:10:00,26.059,,,
375,08/05/2024 22:20:00,25.963,,,
376,08/05/2024 22:30:00,25.866,,,
377,08/05/2024 22:40:00,25.770,,,
378,08/05/2024 22:50:00,25.662,,,
379,08/05/2024 23:00:00,25.598,,,
380,08/05/2024 23:10:00,25.502,,,
381,08/05/2024 23:20:00,25.437,,,
382,08/05/2024 23:30:00,25.319,,,
383,08/05/2024 23:40:00,25.255,,,
384,08/05/2024 23:50:00,25.201,,,
385,08/06/2024 00:00:00,25.105,,,
386,08/06/2024 00:10:00,25.030,,,
387,08/06/2024 00:20:00,24.933,,,
388,08/06/2024 00:30:00,24.869,,,
389,08/06/2024 00:40:00,24.804,,,
390,08/06/2024 00:50:00,24.719,,,
391,08/06/2024 01:00:00,24.633,,,
392,08/06/2024 01:10:00,24.568,,,
393,08/06/2024 01:20:00,24.504,,,
394,08/06/2024 01:30:00,24.461,,,
395,08/06/2024 01:40:00,24.365,,,
396,08/06/2024 01:50:00,24.300,,,
397,08/06/2024 02:00:00,24.247,,,
398,08/06/2024 02:10:00,24.172,,,
399,08/06/2024 02:20:00,24.107,,,
400,08/06/2024 02:30:00,24.043,,,
401,08/06/2024 02:40:00,23.979,,,
402,08/06/2024 02:50:00,23.925,,,
403,08/06/2024 03:00:00,23.828,,,
404,08/06/2024 03:10:00,23.785,,,
405,08/06/2024 03:20:00,23.700,,,
406,08/06/2024 03:30:00,23.668,,,
407,08/06/2024 03:40:00,23.592,,,
408,08/06/2024 03:50:00,23.560,,,
409,08/06/2024 04:00:00,23.453,,,
410,08/06/2024 04:10:00,23.432,,,
411,08/06/2024 04:20:00,23.356,,,
412,08/06/2024 04:30:00,23.303,,,
413,08/06/2024 04:40:00,23.249,,,
414,08/06/2024 04:50:00,23.217,,,
415,08/06/2024 05:00:00,23.163,,,
416,08/06/2024 05:10:00,23.099,,,
417,08/06/2024 05:20:00,23.078,,,
418,08/06/2024 05:30:00,23.035,,,
419,08/06/2024 05:40:00,23.003,,,
420,08/06/2024 05:50:00,22.960,,,
421,08/06/2024 06:00:00,22.917,,,
422,08/06/2024 06:10:00,22.895,,,
423,08/06/2024 06:20:00,22.842,,,
424,08/06/2024 06:30:00,22.820,,,
425,08/06/2024 06:40:00,22.810,,,
426,08/06/2024 06:50:00,22.788,,,
427,08/06/2024 07:00:00,22.810,,,
428,08/06/2024 07:10:00,22.810,,,
429,08/06/2024 07:20:00,22.810,,,
430,08/06/2024 07:30:00,22.831,,,
431,08/06/2024 07:40:00,22.874,,,
432,08/06/2024 07:50:00,22.885,,,
433,08/06/2024 08:00:00,22.863,,,
434,08/06/2024 08:10:00,22.895,,,
435,08/06/2024 08:20:00,22.949,,,
436,08/06/2024 08:30:00,22.992,,,
437,08/06/2024 08:40:00,23.035,,,
438,08/06/2024 08:50:00,23.078,,,
439,08/06/2024 09:00:00,23.131,,,
440,08/06/2024 09:10:00,23.196,,,
441,08/06/2024 09:20:00,23.239,,,
442,08/06/2024 09:30:00,23.314,,,
443,08/06/2024 09:40:00,23.399,,,
444,08/06/2024 09:50:00,23.453,,,
445,08/06/2024 10:00:00,23.539,,,
446,08/06/2024 10:10:00,23.657,,,
447,08/06/2024 10:20:00,23.828,,,
448,08/06/2024 10:30:00,24.000,,,
449,08/06/2024 10:40:00,24.161,,,
450,08/06/2024 10:50:00,24.268,,,
451,08/06/2024 11:00:00,24.408,,,
452,08/06/2024 11:10:00,24.590,,,
453,08/06/2024 11:20:00,24.761,,,
454,08/06/2024 11:30:00,24.933,,,
455,08/06/2024 11:40:00,25.169,,,
456,08/06/2024 11:50:00,25.373,,,
457,08/06/2024 12:00:00,25.566,,,
458,08/06/2024 12:10:00,25.823,,,
459,08/06/2024 12:20:00,26.006,,,
460,08/06/2024 12:30:00,26.199,,,
461,08/06/2024 12:40:00,26.381,,,
462,08/06/2024 12:50:00,26.542,,,
463,08/06/2024 13:00:00,26.692,,,
464,08/06/2024 13:10:00,26.896,,,
465,08/06/2024 13:20:00,27.153,,,
466,08/06/2024 13:30:00,27.303,,,
467,08/06/2024 13:40:00,27.539,,,
468,08/06/2024 13:50:00,27.797,,,
469,08/06/2024 14:00:00,27.968,,,
470,08/06/2024 14:10:00,28.269,,,
471,08/06/2024 14:20:00,28.429,,,
472,08/06/2024 14:30:00,28.580,,,
473,08/06/2024 14:40:00,28.783,,,
474,08/06/2024 14:50:00,28.976,,,
475,08/06/2024 15:00:00,29.052,,,
476,08/06/2024 15:10:00,29.277,,,
477,08/06/2024 15:20:00,29.481,,,
478,08/06/2024 15:30:00,29.287,,,
479,08/06/2024 15:40:00,29.523,,,
480,08/06/2024 15:50:00,29.513,,,
481,08/06/2024 16:00:00,29.674,,,
482,08/06/2024 16:10:00,29.631,,,
483,08/06/2024 16:20:00,29.556,,,
484,08/06/2024 16:30:00,29.491,,,
485,08/06/2024 16:40:00,29.502,,,
486,08/06/2024 16:50:00,29.459,,,
487,08/06/2024 17:00:00,29.427,,,
488,08/06/2024 17:10:00,29.384,,,
489,08/06/2024 17:20:00,29.309,,,
490,08/06/2024 17:30:00,29.277,,,
491,08/06/2024 17:40:00,29.223,,,
492,08/06/2024 17:50:00,29.127,,,
493,08/06/2024 18:00:00,29.073,,,
494,08/06/2024 18:10:00,28.998,,,
495,08/06/2024 18:20:00,28.934,,,
496,08/06/2024 18:30:00,28.869,,,
497,08/06/2024 18:40:00,28.805,,,
498,08/06/2024 18:50:00,28.708,,,
499,08/06/2024 19:00:00,28.633,,,
500,08/06/2024 19:10:00,28.537,,,
501,08/06/2024 19:20:00,28.419,,,
502,08/06/2024 19:30:00,28.344,,,
503,08/06/2024 19:40:00,28.236,,,
504,08/06/2024 19:50:00,28.151,,,
505,08/06/2024 20:00:00,28.043,,,
506,08/06/2024 20:10:00,27.947,,,
507,08/06/2024 20:20:00,27.840,,,
508,08/06/2024 20:30:00,27.711,,,
509,08/06/2024 20:40:00,27.604,,,
510,08/06/2024 20:50:00,27.496,,,
511,08/06/2024 21:00:00,27.421,,,
512,08/06/2024 21:10:00,27.325,,,
513,08/06/2024 21:20:00,27.228,,,
514,08/06/2024 21:30:00,27.121,,,
515,08/06/2024 21:40:00,27.024,,,
516,08/06/2024 21:50:00,26.939,,,
517,08/06/2024 22:00:00,26.831,,,
518,08/06/2024 22:10:00,26.756,,,
519,08/06/2024 22:20:00,26.660,,,
520,08/06/2024 22:30:00,26.595,,,
521,08/06/2024 22:40:00,26.488,,,
522,08/06/2024 22:50:00,26.413,,,
523,08/06/2024 23:00:00,26.306,,,
524,08/06/2024 23:10:00,26.252,,,
525,08/06/2024 23:20:00,26.145,,,
526,08/06/2024 23:30:00,26.070,,,
527,08/06/2024 23:40:00,25.995,,,
528,08/06/2024 23:50:00,25.920,,,
529,08/07/2024 00:00:00,25.845,,,
530,08/07/2024 00:10:00,25.780,,,
531,08/07/2024 00:20:00,25.716,,,
532,08/07/2024 00:30:00,25.630,,,
533,08/07/2024 00:40:00,25.577,,,
534,08/07/2024 00:50:00,25.512,,,
535,08/07/2024 01:00:00,25.448,,,
536,08/07/2024 01:10:00,25.373,,,
537,08/07/2024 01:20:00,25.319,,,
538,08/07/2024 01:30:00,25.276,,,
539,08/07/2024 01:40:00,25.212,,,
540,08/07/2024 01:50:00,25.126,,,
541,08/07/2024 02:00:00,25.094,,,
542,08/07/2024 02:10:00,25.030,,,
543,08/07/2024 02:20:00,24.965,,,
544,08/07/2024 02:30:00,24.922,,,
545,08/07/2024 02:40:00,24.858,,,
546,08/07/2024 02:50:00,24.815,,,
547,08/07/2024 03:00:00,24.751,,,
548,08/07/2024 03:10:00,24.697,,,
549,08/07/2024 03:20:00,24.622,,,
550,08/07/2024 03:30:00,24.579,,,
551,08/07/2024 03:40:00,24.536,,,
552,08/07/2024 03:50:00,24.483,,,
553,08/07/2024 04:00:00,24.440,,,
554,08/07/2024 04:10:00,24.408,,,
555,08/07/2024 04:20:00,24.375,,,
556,08/07/2024 04:30:00,24.322,,,
557,08/07/2024 04:40:00,24.290,,,
558,08/07/2024 04:50:00,24.247,,,
559,08/07/2024 05:00:00,24.225,,,
560,08/07/2024 05:10:00,24.193,,,
561,08/07/2024 05:20:00,24.139,,,
562,08/07/2024 05:30:00,24.118,,,
563,08/07/2024 05:40:00,24.086,,,
564,08/07/2024 05:50:00,24.054,,,
565,08/07/2024 06:00:00,24.000,,,
566,08/07/2024 06:10:00,23.979,,,
567,08/07/2024 06:20:00,23.957,,,
568,08/07/2024 06:30:00,23.979,,,
569,08/07/2024 06:40:00,23.968,,,
570,08/07/2024 06:50:00,23.968,,,
571,08/07/2024 07:00:00,23.979,,,
572,08/07/2024 07:10:00,24.011,,,
573,08/07/2024 07:20:00,24.021,,,
574,08/07/2024 07:30:00,24.043,,,
575,08/07/2024 07:40:00,24.097,,,
576,08/07/2024 07:50:00,24.129,,,
577,08/07/2024 08:00:00,24.172,,,
578,08/07/2024 08:10:00,24.236,,,
579,08/07/2024 08:20:00,24.290,,,
580,08/07/2024 08:30:00,24.332,,,
581,08/07/2024 08:40:00,24.386,,,
582,08/07/2024 08:50:00,24.504,,,
583,08/07/2024 09:00:00,24.547,,,
584,08/07/2024 09:10:00,24.622,,,
585,08/07/2024 09:20:00,24.676,,,
586,08/07/2024 09:30:00,24.761,,,
587,08/07/2024 09:40:00,24.847,,,
588,08/07/2024 09:50:00,24.933,,,
589,08/07/2024 10:00:00,25.073,,,
590,08/07/2024 10:10:00,25.190,,,
591,08/07/2024 10:20:00,25.330,,,
592,08/07/2024 10:30:00,25.512,,,
593,08/07/2024 10:40:00,25.587,,,
594,08/07/2024 10:50:00,25.813,,,
595,08/07/2024 11:00:00,25.920,,,
596,08/07/2024 11:10:00,26.091,,,
597,08/07/2024 11:20:00,26.252,,,
598,08/07/2024 11:30:00,26.424,,,
599,08/07/2024 11:40:00,26.585,,,
600,08/07/2024 11:50:00,26.746,,,
601,08/07/2024 12:00:00,26.896,,,
602,08/07/2024 12:10:00,27.067,,,
603,08/07/2024 12:20:00,27.164,,,
604,08/07/2024 12:30:00,27.378,,,
605,08/07/2024 12:40:00,27.539,,,
606,08/07/2024 12:50:00,27.625,,,
607,08/07/2024 13:00:00,27.765,,,
608,08/07/2024 13:10:00,28.000,,,
609,08/07/2024 13:20:00,28.161,,,
610,08/07/2024 13:30:00,28.290,,,
611,08/07/2024 13:40:00,28.472,,,
612,08/07/2024 13:50:00,28.665,,,
613,08/07/2024 14:00:00,28.773,,,
614,08/07/2024 14:10:00,28.998,,,
615,08/07/2024 14:20:00,29.169,,,
616,08/07/2024 14:30:00,29.363,,,
617,08/07/2024 14:40:00,29.566,,,
618,08/07/2024 14:50:00,29.749,,,
619,08/07/2024 15:00:00,29.920,,,
620,08/07/2024 15:10:00,30.060,,,
621,08/07/2024 15:20:00,30.221,,,
622,08/07/2024 15:30:00,30.371,,,
623,08/07/2024 15:40:00,30.478,,,
624,08/07/2024 15:50:00,30.574,,,
625,08/07/2024 16:00:00,30.564,,,
626,08/07/2024 16:10:00,30.349,,,
627,08/07/2024 16:20:00,30.231,,,
628,08/07/2024 16:30:00,30.178,,,
629,08/07/2024 16:40:00,30.145,,,
630,08/07/2024 16:50:00,30.092,,,
631,08/07/2024 17:00:00,30.049,,,
