#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Host Connected,End of File
55,08/03/2024 17:00:00,27.850,,
56,08/03/2024 17:10:00,27.818,,
57,08/03/2024 17:20:00,27.754,,
58,08/03/2024 17:30:00,27.679,,
59,08/03/2024 17:40:00,27.647,,
60,08/03/2024 17:50:00,27.604,,
61,08/03/2024 18:00:00,27.593,,
62,08/03/2024 18:10:00,27.529,,
63,08/03/2024 18:20:00,27.475,,
64,08/03/2024 18:30:00,27.400,,
65,08/03/2024 18:40:00,27.346,,
66,08/03/2024 18:50:00,27.260,,
67,08/03/2024 19:00:00,27.185,,
68,08/03/2024 19:10:00,27.089,,
69,08/03/2024 19:20:00,27.035,,
70,08/03/2024 19:30:00,26.949,,
71,08/03/2024 19:40:00,26.896,,
72,08/03/2024 19:50:00,26.821,,
73,08/03/2024 20:00:00,26.746,,
74,08/03/2024 20:10:00,26.671,,
75,08/03/2024 20:20:00,26.585,,
76,08/03/2024 20:30:00,26.542,,
77,08/03/2024 20:40:00,26.488,,
78,08/03/2024 20:50:00,26.402,,
79,08/03/2024 21:00:00,26.349,,
80,08/03/2024 21:10:00,26.284,,
81,08/03/2024 21:20:00,26.231,,
82,08/03/2024 21:30:00,26.166,,
83,08/03/2024 21:40:00,26.124,,
84,08/03/2024 21:50:00,26.081,,
85,08/03/2024 22:00:00,26.006,,
86,08/03/2024 22:10:00,25.995,,
87,08/03/2024 22:20:00,25.931,,
88,08/03/2024 22:30:00,25.877,,
89,08/03/2024 22:40:00,25.823,,
90,08/03/2024 22:50:00,25.802,,
91,08/03/2024 23:00:00,25.716,,
92,08/03/2024 23:10:00,25.684,,
93,08/03/2024 23:20:00,25.630,,
94,08/03/2024 23:30:00,25.598,,
95,08/03/2024 23:40:00,25.555,,
96,08/03/2024 23:50:00,25.512,,
97,08/04/2024 00:00:00,25.480,,
98,08/04/2024 00:10:00,25.459,,
99,08/04/2024 00:20:00,25.405,,
100,08/04/2024 00:30:00,25.362,,
101,08/04/2024 00:40:00,25.341,,
102,08/04/2024 00:50:00,25.298,,
103,08/04/2024 01:00:00,25.276,,
104,08/04/2024 01:10:00,25.233,,
105,08/04/2024 01:20:00,25.212,,
106,08/04/2024 01:30:00,25.148,,
107,08/04/2024 01:40:00,25.115,,
108,08/04/2024 01:50:00,25.083,,
109,08/04/2024 02:00:00,25.062,,
110,08/04/2024 02:10:00,25.019,,
111,08/04/2024 02:20:00,24.987,,
112,08/04/2024 02:30:00,24.944,,
113,08/04/2024 02:40:00,24.901,,
114,08/04/2024 02:50:00,24.847,,
115,08/04/2024 03:00:00,24.837,,
116,08/04/2024 03:10:00,24.783,,
117,08/04/2024 03:20:00,24.751,,
118,08/04/2024 03:30:00,24.708,,
119,08/04/2024 03:40:00,24.644,,
120,08/04/2024 03:50:00,24.611,,
121,08/04/2024 04:00:00,24.579,,
122,08/04/2024 04:10:00,24.536,,
123,08/04/2024 04:20:00,24.504,,
124,08/04/2024 04:30:00,24.472,,
125,08/04/2024 04:40:00,24.450,,
126,08/04/2024 04:50:00,24.429,,
127,08/04/2024 05:00:00,24.408,,
128,08/04/2024 05:10:00,24.365,,
129,08/04/2024 05:20:00,24.343,,
130,08/04/2024 05:30:00,24.300,,
131,08/04/2024 05:40:00,24.300,,
132,08/04/2024 05:50:00,24.279,,
133,08/04/2024 06:00:00,24.236,,
134,08/04/2024 06:10:00,24.247,,
135,08/04/2024 06:20:00,24.214,,
136,08/04/2024 06:30:00,24.193,,
137,08/04/2024 06:40:00,24.182,,
138,08/04/2024 06:50:00,24.150,,
139,08/04/2024 07:00:00,24.129,,
140,08/04/2024 07:10:00,24.118,,
141,08/04/2024 07:20:00,24.118,,
142,08/04/2024 07:30:00,24.139,,
143,08/04/2024 07:40:00,24.150,,
144,08/04/2024 07:50:00,24.193,,
145,08/04/2024 08:00:00,24.204,,
146,08/04/2024 08:10:00,24.193,,
147,08/04/2024 08:20:00,24.204,,
148,08/04/2024 08:30:00,24.279,,
149,08/04/2024 08:40:00,24.279,,
150,08/04/2024 08:50:00,24.343,,
151,08/04/2024 09:00:00,24.429,,
152,08/04/2024 09:10:00,24.472,,
153,08/04/2024 09:20:00,24.536,,
154,08/04/2024 09:30:00,24.633,,
155,08/04/2024 09:40:00,24.686,,
156,08/04/2024 09:50:00,24.708,,
157,08/04/2024 10:00:00,24.804,,
158,08/04/2024 10:10:00,24.858,,
159,08/04/2024 10:20:00,24.922,,
160,08/04/2024 10:30:00,25.040,,
161,08/04/2024 10:40:00,25.008,,
162,08/04/2024 10:50:00,25.212,,
163,08/04/2024 11:00:00,25.384,,
164,08/04/2024 11:10:00,25.737,,
165,08/04/2024 11:20:00,25.952,,
166,08/04/2024 11:30:00,26.038,,
167,08/04/2024 11:40:00,26.091,,
168,08/04/2024 11:50:00,26.488,,
169,08/04/2024 12:00:00,26.392,,
170,08/04/2024 12:10:00,26.638,,
171,08/04/2024 12:20:00,26.917,,
172,08/04/2024 12:30:00,27.121,,
173,08/04/2024 12:40:00,27.336,,
174,08/04/2024 12:50:00,27.529,,
175,08/04/2024 13:00:00,27.357,,
176,08/04/2024 13:10:00,27.400,,
177,08/04/2024 13:20:00,27.679,,
178,08/04/2024 13:30:00,27.893,,
179,08/04/2024 13:40:00,28.000,,
180,08/04/2024 13:50:00,28.076,,
181,08/04/2024 14:00:00,28.194,,
182,08/04/2024 14:10:00,28.322,,
183,08/04/2024 14:20:00,28.397,,
184,08/04/2024 14:30:00,28.505,,
185,08/04/2024 14:40:00,28.462,,
186,08/04/2024 14:50:00,28.590,,
187,08/04/2024 15:00:00,28.537,,
188,08/04/2024 15:10:00,28.440,,
189,08/04/2024 15:20:00,28.387,,
190,08/04/2024 15:30:00,28.376,,
191,08/04/2024 15:40:00,28.322,,
192,08/04/2024 15:50:00,28.397,,
193,08/04/2024 16:00:00,28.269,,
194,08/04/2024 16:10:00,28.236,,
195,08/04/2024 16:20:00,28.333,,
196,08/04/2024 16:30:00,28.344,,
197,08/04/2024 16:40:00,28.269,,
198,08/04/2024 16:50:00,28.226,,
199,08/04/2024 17:00:00,28.194,,
200,08/04/2024 17:10:00,28.183,,
201,08/04/2024 17:20:00,28.151,,
202,08/04/2024 17:30:00,28.118,,
203,08/04/2024 17:40:00,28.054,,
204,08/04/2024 17:50:00,27.979,,
205,08/04/2024 18:00:00,27.925,,
206,08/04/2024 18:10:00,27.893,,
207,08/04/2024 18:20:00,27.829,,
208,08/04/2024 18:30:00,27.743,,
209,08/04/2024 18:40:00,27.711,,
210,08/04/2024 18:50:00,27.636,,
211,08/04/2024 19:00:00,27.604,,
212,08/04/2024 19:10:00,27.518,,
213,08/04/2024 19:20:00,27.411,,
214,08/04/2024 19:30:00,27.314,,
215,08/04/2024 19:40:00,27.218,,
216,08/04/2024 19:50:00,27.153,,
217,08/04/2024 20:00:00,27.057,,
218,08/04/2024 20:10:00,26.992,,
219,08/04/2024 20:20:00,26.896,,
220,08/04/2024 20:30:00,26.831,,
221,08/04/2024 20:40:00,26.767,,
222,08/04/2024 20:50:00,26.671,,
223,08/04/2024 21:00:00,26.606,,
224,08/04/2024 21:10:00,26.531,,
225,08/04/2024 21:20:00,26.477,,
226,08/04/2024 21:30:00,26.413,,
227,08/04/2024 21:40:00,26.360,,
228,08/04/2024 21:50:00,26.306,,
229,08/04/2024 22:00:00,26.231,,
230,08/04/2024 22:10:00,26.209,,
231,08/04/2024 22:20:00,26.145,,
232,08/04/2024 22:30:00,26.081,,
233,08/04/2024 22:40:00,26.006,,
234,08/04/2024 22:50:00,25.941,,
235,08/04/2024 23:00:00,25.888,,
236,08/04/2024 23:10:00,25.866,,
237,08/04/2024 23:20:00,25.791,,
238,08/04/2024 23:30:00,25.737,,
239,08/04/2024 23:40:00,25.662,,
240,08/04/2024 23:50:00,25.609,,
241,08/05/2024 00:00:00,25.544,,
242,08/05/2024 00:10:00,25.502,,
243,08/05/2024 00:20:00,25.469,,
244,08/05/2024 00:30:00,25.416,,
245,08/05/2024 00:40:00,25.362,,
246,08/05/2024 00:50:00,25.319,,
247,08/05/2024 01:00:00,25.276,,
248,08/05/2024 01:10:00,25.212,,
249,08/05/2024 01:20:00,25.180,,
250,08/05/2024 01:30:00,25.137,,
251,08/05/2024 01:40:00,25.094,,
252,08/05/2024 01:50:00,25.051,,
253,08/05/2024 02:00:00,25.008,,
254,08/05/2024 02:10:00,24.965,,
255,08/05/2024 02:20:00,24.944,,
256,08/05/2024 02:30:00,24.879,,
257,08/05/2024 02:40:00,24.826,,
258,08/05/2024 02:50:00,24.772,,
259,08/05/2024 03:00:00,24.719,,
260,08/05/2024 03:10:00,24.665,,
261,08/05/2024 03:20:00,24.611,,
262,08/05/2024 03:30:00,24.547,,
263,08/05/2024 03:40:00,24.504,,
264,08/05/2024 03:50:00,24.440,,
265,08/05/2024 04:00:00,24.397,,
266,08/05/2024 04:10:00,24.322,,
267,08/05/2024 04:20:00,24.279,,
268,08/05/2024 04:30:00,24.236,,
269,08/05/2024 04:40:00,24.193,,
270,08/05/2024 04:50:00,24.139,,
271,08/05/2024 05:00:00,24.064,,
272,08/05/2024 05:10:00,24.011,,
273,08/05/2024 05:20:00,23.968,,
274,08/05/2024 05:30:00,23.957,,
275,08/05/2024 05:40:00,23.893,,
276,08/05/2024 05:50:00,23.839,,
277,08/05/2024 06:00:00,23.807,,
278,08/05/2024 06:10:00,23.753,,
279,08/05/2024 06:20:00,23.700,,
280,08/05/2024 06:30:00,23.646,,
281,08/05/2024 06:40:00,23.592,,
282,08/05/2024 06:50:00,23.592,,
283,08/05/2024 07:00:00,23.571,,
284,08/05/2024 07:10:00,23.539,,
285,08/05/2024 07:20:00,23.517,,
286,08/05/2024 07:30:00,23.496,,
287,08/05/2024 07:40:00,23.485,,
288,08/05/2024 07:50:00,23.507,,
289,08/05/2024 08:00:00,23.496,,
290,08/05/2024 08:10:00,23.507,,
291,08/05/2024 08:20:00,23.539,,
292,08/05/2024 08:30:00,23.582,,
293,08/05/2024 08:40:00,23.625,,
294,08/05/2024 08:50:00,23.721,,
295,08/05/2024 09:00:00,23.775,,
296,08/05/2024 09:10:00,24.021,,
297,08/05/2024 09:20:00,24.204,,
298,08/05/2024 09:30:00,24.300,,
299,08/05/2024 09:40:00,24.408,,
300,08/05/2024 09:50:00,24.450,,
301,08/05/2024 10:00:00,24.493,,
302,08/05/2024 10:10:00,24.579,,
303,08/05/2024 10:20:00,24.965,,
304,08/05/2024 10:30:00,25.180,,
305,08/05/2024 10:40:00,25.384,,
306,08/05/2024 10:50:00,25.502,,
307,08/05/2024 11:00:00,25.587,,
308,08/05/2024 11:10:00,25.898,,
309,08/05/2024 11:20:00,26.070,,
310,08/05/2024 11:30:00,26.102,,
311,08/05/2024 11:40:00,26.295,,
312,08/05/2024 11:50:00,26.370,,
313,08/05/2024 12:00:00,26.585,,
314,08/05/2024 12:10:00,26.703,,
315,08/05/2024 12:20:00,26.756,,
316,08/05/2024 12:30:00,27.067,,
317,08/05/2024 12:40:00,27.196,,
318,08/05/2024 12:50:00,27.293,,
319,08/05/2024 13:00:00,27.486,,
320,08/05/2024 13:10:00,27.711,,
321,08/05/2024 13:20:00,27.872,,
322,08/05/2024 13:30:00,27.915,,
323,08/05/2024 13:40:00,28.054,,
324,08/05/2024 13:50:00,28.118,,
325,08/05/2024 14:00:00,28.258,,
326,08/05/2024 14:10:00,28.140,,
327,08/05/2024 14:20:00,28.194,,
328,08/05/2024 14:30:00,28.301,,
329,08/05/2024 14:40:00,28.387,,
330,08/05/2024 14:50:00,28.483,,
331,08/05/2024 15:00:00,28.537,,
332,08/05/2024 15:10:00,28.601,,
333,08/05/2024 15:20:00,28.633,,
334,08/05/2024 15:30:00,28.633,,
335,08/05/2024 15:40:00,28.665,,
336,08/05/2024 15:50:00,28.751,,
337,08/05/2024 16:00:00,28.773,,
338,08/05/2024 16:10:00,28.773,,
339,08/05/2024 16:20:00,28.805,,
340,08/05/2024 16:30:00,28.762,,
341,08/05/2024 16:40:00,28.698,,
342,08/05/2024 16:50:00,28.601,,
343,08/05/2024 17:00:00,28.547,,
344,08/05/2024 17:10:00,28.472,,
345,08/05/2024 17:20:00,28.365,,
346,08/05/2024 17:30:00,28.301,,
347,08/05/2024 17:40:00,28.215,,
348,08/05/2024 17:50:00,28.108,,
349,08/05/2024 18:00:00,28.033,,
350,08/05/2024 18:10:00,27.947,,
351,08/05/2024 18:20:00,27.840,,
352,08/05/2024 18:30:00,27.754,,
353,08/05/2024 18:40:00,27.636,,
354,08/05/2024 18:50:00,27.496,,
355,08/05/2024 19:00:00,27.421,,
356,08/05/2024 19:10:00,27.303,,
357,08/05/2024 19:20:00,27.185,,
358,08/05/2024 19:30:00,27.110,,
359,08/05/2024 19:40:00,26.982,,
360,08/05/2024 19:50:00,26.864,,
361,08/05/2024 20:00:00,26.756,,
362,08/05/2024 20:10:00,26.660,,
363,08/05/2024 20:20:00,26.553,,
364,08/05/2024 20:30:00,26.467,,
365,08/05/2024 20:40:00,26.338,,
366,08/05/2024 20:50:00,26.231,,
367,08/05/2024 21:00:00,26.156,,
368,08/05/2024 21:10:00,26.059,,
369,08/05/2024 21:20:00,25.973,,
370,08/05/2024 21:30:00,25.845,,
371,08/05/2024 21:40:00,25.770,,
372,08/05/2024 21:50:00,25.705,,
373,08/05/2024 22:00:00,25.598,,
374,08/05/2024 22:10:00,25.502,,
375,08/05/2024 22:20:00,25.405,,
376,08/05/2024 22:30:00,25.351,,
377,08/05/2024 22:40:00,25.244,,
378,08/05/2024 22:50:00,25.169,,
379,08/05/2024 23:00:00,25.083,,
380,08/05/2024 23:10:00,25.008,,
381,08/05/2024 23:20:00,24.912,,
382,08/05/2024 23:30:00,24.847,,
383,08/05/2024 23:40:00,24.794,,
384,08/05/2024 23:50:00,24.719,,
385,08/06/2024 00:00:00,24.676,,
386,08/06/2024 00:10:00,24.590,,
387,08/06/2024 00:20:00,24.526,,
388,08/06/2024 00:30:00,24.461,,
389,08/06/2024 00:40:00,24.386,,
390,08/06/2024 00:50:00,24.343,,
391,08/06/2024 01:00:00,24.268,,
392,08/06/2024 01:10:00,24.182,,
393,08/06/2024 01:20:00,24.161,,
394,08/06/2024 01:30:00,24.064,,
395,08/06/2024 01:40:00,24.000,,
396,08/06/2024 01:50:00,23.946,,
397,08/06/2024 02:00:00,23.850,,
398,08/06/2024 02:10:00,23.796,,
399,08/06/2024 02:20:00,23.743,,
400,08/06/2024 02:30:00,23.710,,
401,08/06/2024 02:40:00,23.625,,
402,08/06/2024 02:50:00,23.560,,
403,08/06/2024 03:00:00,23.507,,
404,08/06/2024 03:10:00,23.442,,
405,08/06/2024 03:20:00,23.389,,
406,08/06/2024 03:30:00,23.346,,
407,08/06/2024 03:40:00,23.303,,
408,08/06/2024 03:50:00,23.228,,
409,08/06/2024 04:00:00,23.185,,
410,08/06/2024 04:10:00,23.131,,
411,08/06/2024 04:20:00,23.088,,
412,08/06/2024 04:30:00,23.056,,
413,08/06/2024 04:40:00,22.992,,
414,08/06/2024 04:50:00,22.949,,
415,08/06/2024 05:00:00,22.895,,
416,08/06/2024 05:10:00,22.885,,
417,08/06/2024 05:20:00,22.842,,
418,08/06/2024 05:30:00,22.799,,
419,08/06/2024 05:40:00,22.767,,
420,08/06/2024 05:50:00,22.724,,
421,08/06/2024 06:00:00,22.692,,
422,08/06/2024 06:10:00,22.681,,
423,08/06/2024 06:20:00,22.659,,
424,08/06/2024 06:30:00,22.649,,
425,08/06/2024 06:40:00,22.606,,
426,08/06/2024 06:50:00,22.595,,
427,08/06/2024 07:00:00,22.606,,
428,08/06/2024 07:10:00,22.606,,
429,08/06/2024 07:20:00,22.616,,
430,08/06/2024 07:30:00,22.649,,
431,08/06/2024 07:40:00,22.692,,
432,08/06/2024 07:50:00,22.734,,
433,08/06/2024 08:00:00,22.745,,
434,08/06/2024 08:10:00,22.777,,
435,08/06/2024 08:20:00,22.810,,
436,08/06/2024 08:30:00,22.852,,
437,08/06/2024 08:40:00,22.960,,
438,08/06/2024 08:50:00,23.013,,
439,08/06/2024 09:00:00,23.142,,
440,08/06/2024 09:10:00,23.185,,
441,08/06/2024 09:20:00,23.281,,
442,08/06/2024 09:30:00,23.367,,
443,08/06/2024 09:40:00,23.496,,
444,08/06/2024 09:50:00,23.571,,
445,08/06/2024 10:00:00,23.657,,
446,08/06/2024 10:10:00,23.775,,
447,08/06/2024 10:20:00,24.032,,
448,08/06/2024 10:30:00,24.343,,
449,08/06/2024 10:40:00,24.526,,
450,08/06/2024 10:50:00,24.708,,
451,08/06/2024 11:00:00,24.901,,
452,08/06/2024 11:10:00,25.051,,
453,08/06/2024 11:20:00,25.298,,
454,08/06/2024 11:30:00,25.566,,
455,08/06/2024 11:40:00,25.834,,
456,08/06/2024 11:50:00,26.048,,
457,08/06/2024 12:00:00,26.263,,
458,08/06/2024 12:10:00,26.456,,
459,08/06/2024 12:20:00,26.671,,
460,08/06/2024 12:30:00,26.853,,
461,08/06/2024 12:40:00,27.057,,
462,08/06/2024 12:50:00,27.239,,
463,08/06/2024 13:00:00,27.411,,
464,08/06/2024 13:10:00,27.614,,
465,08/06/2024 13:20:00,27.807,,
466,08/06/2024 13:30:00,27.979,,
467,08/06/2024 13:40:00,28.086,,
468,08/06/2024 13:50:00,28.161,,
469,08/06/2024 14:00:00,28.258,,
470,08/06/2024 14:10:00,28.419,,
471,08/06/2024 14:20:00,28.558,,
472,08/06/2024 14:30:00,28.687,,
473,08/06/2024 14:40:00,28.794,,
474,08/06/2024 14:50:00,28.923,,
475,08/06/2024 15:00:00,28.944,,
476,08/06/2024 15:10:00,29.062,,
477,08/06/2024 15:20:00,29.180,,
478,08/06/2024 15:30:00,29.052,,
479,08/06/2024 15:40:00,29.148,,
480,08/06/2024 15:50:00,29.137,,
481,08/06/2024 16:00:00,29.234,,
482,08/06/2024 16:10:00,29.309,,
483,08/06/2024 16:20:00,29.320,,
484,08/06/2024 16:30:00,29.330,,
485,08/06/2024 16:40:00,29.320,,
486,08/06/2024 16:50:00,29.266,,
487,08/06/2024 17:00:00,29.169,,
488,08/06/2024 17:10:00,29.127,,
489,08/06/2024 17:20:00,29.052,,
490,08/06/2024 17:30:00,29.019,,
491,08/06/2024 17:40:00,28.934,,
492,08/06/2024 17:50:00,28.848,,
493,08/06/2024 18:00:00,28.773,,
494,08/06/2024 18:10:00,28.708,,
495,08/06/2024 18:20:00,28.590,,
496,08/06/2024 18:30:00,28.547,,
497,08/06/2024 18:40:00,28.472,,
498,08/06/2024 18:50:00,28.376,,
499,08/06/2024 19:00:00,28.269,,
500,08/06/2024 19:10:00,28.140,,
501,08/06/2024 19:20:00,28.065,,
502,08/06/2024 19:30:00,27.968,,
503,08/06/2024 19:40:00,27.840,,
504,08/06/2024 19:50:00,27.743,,
505,08/06/2024 20:00:00,27.625,,
506,08/06/2024 20:10:00,27.507,,
507,08/06/2024 20:20:00,27.400,,
508,08/06/2024 20:30:00,27.314,,
509,08/06/2024 20:40:00,27.196,,
510,08/06/2024 20:50:00,27.121,,
511,08/06/2024 21:00:00,27.003,,
512,08/06/2024 21:10:00,26.917,,
513,08/06/2024 21:20:00,26.810,,
514,08/06/2024 21:30:00,26.724,,
515,08/06/2024 21:40:00,26.617,,
516,08/06/2024 21:50:00,26.553,,
517,08/06/2024 22:00:00,26.456,,
518,08/06/2024 22:10:00,26.349,,
519,08/06/2024 22:20:00,26.295,,
520,08/06/2024 22:30:00,26.199,,
521,08/06/2024 22:40:00,26.124,,
522,08/06/2024 22:50:00,26.038,,
523,08/06/2024 23:00:00,25.952,,
524,08/06/2024 23:10:00,25.877,,
525,08/06/2024 23:20:00,25.802,,
526,08/06/2024 23:30:00,25.716,,
527,08/06/2024 23:40:00,25.662,,
528,08/06/2024 23:50:00,25.587,,
529,08/07/2024 00:00:00,25.502,,
530,08/07/2024 00:10:00,25.426,,
531,08/07/2024 00:20:00,25.384,,
532,08/07/2024 00:30:00,25.319,,
533,08/07/2024 00:40:00,25.266,,
534,08/07/2024 00:50:00,25.190,,
535,08/07/2024 01:00:00,25.115,,
536,08/07/2024 01:10:00,25.083,,
537,08/07/2024 01:20:00,24.997,,
538,08/07/2024 01:30:00,24.955,,
539,08/07/2024 01:40:00,24.912,,
540,08/07/2024 01:50:00,24.847,,
541,08/07/2024 02:00:00,24.783,,
542,08/07/2024 02:10:00,24.719,,
543,08/07/2024 02:20:00,24.697,,
544,08/07/2024 02:30:00,24.633,,
545,08/07/2024 02:40:00,24.568,,
546,08/07/2024 02:50:00,24.536,,
547,08/07/2024 03:00:00,24.472,,
548,08/07/2024 03:10:00,24.440,,
549,08/07/2024 03:20:00,24.375,,
550,08/07/2024 03:30:00,24.354,,
551,08/07/2024 03:40:00,24.290,,
552,08/07/2024 03:50:00,24.236,,
553,08/07/2024 04:00:00,24.214,,
554,08/07/2024 04:10:00,24.193,,
555,08/07/2024 04:20:00,24.150,,
556,08/07/2024 04:30:00,24.118,,
557,08/07/2024 04:40:00,24.075,,
558,08/07/2024 04:50:00,24.064,,
559,08/07/2024 05:00:00,24.032,,
560,08/07/2024 05:10:00,23.989,,
561,08/07/2024 05:20:00,23.979,,
562,08/07/2024 05:30:00,23.946,,
563,08/07/2024 05:40:00,23.914,,
564,08/07/2024 05:50:00,23.893,,
565,08/07/2024 06:00:00,23.861,,
566,08/07/2024 06:10:00,23.839,,
567,08/07/2024 06:20:00,23.850,,
568,08/07/2024 06:30:00,23.828,,
569,08/07/2024 06:40:00,23.828,,
570,08/07/2024 06:50:00,23.839,,
571,08/07/2024 07:00:00,23.850,,
572,08/07/2024 07:10:00,23.893,,
573,08/07/2024 07:20:00,23.914,,
574,08/07/2024 07:30:00,23.925,,
575,08/07/2024 07:40:00,23.979,,
576,08/07/2024 07:50:00,24.032,,
577,08/07/2024 08:00:00,24.086,,
578,08/07/2024 08:10:00,24.097,,
579,08/07/2024 08:20:00,24.161,,
580,08/07/2024 08:30:00,24.247,,
581,08/07/2024 08:40:00,24.343,,
582,08/07/2024 08:50:00,24.472,,
583,08/07/2024 09:00:00,24.558,,
584,08/07/2024 09:10:00,24.644,,
585,08/07/2024 09:20:00,24.783,,
586,08/07/2024 09:30:00,24.965,,
587,08/07/2024 09:40:00,25.062,,
588,08/07/2024 09:50:00,25.158,,
589,08/07/2024 10:00:00,25.233,,
590,08/07/2024 10:10:00,25.319,,
591,08/07/2024 10:20:00,25.351,,
592,08/07/2024 10:30:00,25.523,,
593,08/07/2024 10:40:00,25.598,,
594,08/07/2024 10:50:00,26.016,,
595,08/07/2024 11:00:00,26.252,,
596,08/07/2024 11:10:00,26.456,,
597,08/07/2024 11:20:00,26.649,,
598,08/07/2024 11:30:00,26.842,,
599,08/07/2024 11:40:00,27.057,,
600,08/07/2024 11:50:00,27.250,,
601,08/07/2024 12:00:00,27.443,,
602,08/07/2024 12:10:00,27.614,,
603,08/07/2024 12:20:00,27.593,,
604,08/07/2024 12:30:00,27.829,,
605,08/07/2024 12:40:00,28.043,,
606,08/07/2024 12:50:00,28.183,,
607,08/07/2024 13:00:00,28.376,,
608,08/07/2024 13:10:00,28.547,,
609,08/07/2024 13:20:00,28.730,,
610,08/07/2024 13:30:00,28.837,,
611,08/07/2024 13:40:00,28.901,,
612,08/07/2024 13:50:00,28.923,,
613,08/07/2024 14:00:00,29.041,,
614,08/07/2024 14:10:00,29.159,,
615,08/07/2024 14:20:00,29.287,,
616,08/07/2024 14:30:00,29.405,,
617,08/07/2024 14:40:00,29.481,,
618,08/07/2024 14:50:00,29.577,,
619,08/07/2024 15:00:00,29.652,,
620,08/07/2024 15:10:00,29.716,,
621,08/07/2024 15:20:00,29.770,,
622,08/07/2024 15:30:00,29.856,,
623,08/07/2024 15:40:00,29.888,,
624,08/07/2024 15:50:00,29.910,,
625,08/07/2024 16:00:00,29.910,,
626,08/07/2024 16:10:00,29.920,,
627,08/07/2024 16:20:00,29.910,,
628,08/07/2024 16:30:00,29.867,,
629,08/07/2024 16:40:00,29.845,,
630,08/07/2024 16:50:00,29.781,,
631,08/07/2024 17:00:00,29.749,,
632,08/07/2024 17:10:00,29.706,,
633,08/07/2024 17:20:00,29.663,,
634,08/07/2024 17:30:00,29.588,,
635,08/07/2024 17:40:00,29.513,,
636,08/07/2024 17:50:00,29.427,,
637,08/07/2024 18:00:00,29.341,,
638,08/07/2024 18:10:00,29.277,,
639,08/07/2024 18:20:00,29.212,,
640,08/07/2024 18:30:00,29.105,,
641,08/07/2024 18:40:00,29.030,,
642,08/07/2024 18:50:00,28.944,,
643,08/07/2024 19:00:00,28.869,,
644,08/07/2024 19:10:00,28.794,,
645,08/07/2024 19:20:00,28.687,,
646,08/07/2024 19:30:00,28.623,,
647,08/07/2024 19:40:00,28.526,,
648,08/07/2024 19:50:00,28.462,,
649,08/07/2024 20:00:00,28.365,,
650,08/07/2024 20:10:00,28.279,,
651,08/07/2024 20:20:00,28.226,,
652,08/07/2024 20:30:00,28.140,,
653,08/07/2024 20:40:00,28.022,,
654,08/07/2024 20:50:00,27.968,,
655,08/07/2024 21:00:00,27.872,,
656,08/07/2024 21:10:00,27.807,,
657,08/07/2024 21:20:00,27.722,,
658,08/07/2024 21:30:00,27.647,,
659,08/07/2024 21:40:00,27.593,,
660,08/07/2024 21:50:00,27.507,,
661,08/07/2024 22:00:00,27.421,,
662,08/07/2024 22:10:00,27.378,,
