#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Host Connected,Button Down,Button Up,End of File
172,08/04/2024 17:30:00,27.411,,,,
173,08/04/2024 17:40:00,27.368,,,,
174,08/04/2024 17:50:00,27.293,,,,
175,08/04/2024 18:00:00,27.250,,,,
176,08/04/2024 18:10:00,27.207,,,,
177,08/04/2024 18:20:00,27.142,,,,
178,08/04/2024 18:30:00,27.100,,,,
179,08/04/2024 18:40:00,27.057,,,,
180,08/04/2024 18:50:00,27.003,,,,
181,08/04/2024 19:00:00,26.960,,,,
182,08/04/2024 19:10:00,26.896,,,,
183,08/04/2024 19:20:00,26.821,,,,
184,08/04/2024 19:30:00,26.746,,,,
185,08/04/2024 19:40:00,26.671,,,,
186,08/04/2024 19:50:00,26.595,,,,
187,08/04/2024 20:00:00,26.531,,,,
188,08/04/2024 20:10:00,26.467,,,,
189,08/04/2024 20:20:00,26.413,,,,
190,08/04/2024 20:30:00,26.349,,,,
191,08/04/2024 20:40:00,26.295,,,,
192,08/04/2024 20:50:00,26.242,,,,
193,08/04/2024 21:00:00,26.177,,,,
194,08/04/2024 21:10:00,26.134,,,,
195,08/04/2024 21:20:00,26.091,,,,
196,08/04/2024 21:30:00,26.048,,,,
197,08/04/2024 21:40:00,26.006,,,,
198,08/04/2024 21:50:00,25.963,,,,
199,08/04/2024 22:00:00,25.931,,,,
200,08/04/2024 22:10:00,25.888,,,,
201,08/04/2024 22:20:00,25.845,,,,
202,08/04/2024 22:30:00,25.802,,,,
203,08/04/2024 22:40:00,25.759,,,,
204,08/04/2024 22:50:00,25.716,,,,
205,08/04/2024 23:00:00,25.684,,,,
206,08/04/2024 23:10:00,25.641,,,,
207,08/04/2024 23:20:00,25.598,,,,
208,08/04/2024 23:30:00,25.544,,,,
209,08/04/2024 23:40:00,25.512,,,,
210,08/04/2024 23:50:00,25.459,,,,
211,08/05/2024 00:00:00,25.437,,,,
212,08/05/2024 00:10:00,25.394,,,,
213,08/05/2024 00:20:00,25.351,,,,
214,08/05/2024 00:30:00,25.319,,,,
215,08/05/2024 00:40:00,25.287,,,,
216,08/05/2024 00:50:00,25.255,,,,
217,08/05/2024 01:00:00,25.212,,,,
218,08/05/2024 01:10:00,25.180,,,,
219,08/05/2024 01:20:00,25.148,,,,
220,08/05/2024 01:30:00,25.105,,,,
221,08/05/2024 01:40:00,25.073,,,,
222,08/05/2024 01:50:00,25.040,,,,
223,08/05/2024 02:00:00,24.997,,,,
224,08/05/2024 02:10:00,24.987,,,,
225,08/05/2024 02:20:00,24.955,,,,
226,08/05/2024 02:30:00,24.912,,,,
227,08/05/2024 02:40:00,24.879,,,,
228,08/05/2024 02:50:00,24.826,,,,
229,08/05/2024 03:00:00,24.783,,,,
230,08/05/2024 03:10:00,24.740,,,,
231,08/05/2024 03:20:00,24.697,,,,
232,08/05/2024 03:30:00,24.654,,,,
233,08/05/2024 03:40:00,24.590,,,,
234,08/05/2024 03:50:00,24.547,,,,
235,08/05/2024 04:00:00,24.515,,,,
236,08/05/2024 04:10:00,24.461,,,,
237,08/05/2024 04:20:00,24.429,,,,
238,08/05/2024 04:30:00,24.375,,,,
239,08/05/2024 04:40:00,24.343,,,,
240,08/05/2024 04:50:00,24.290,,,,
241,08/05/2024 05:00:00,24.247,,,,
242,08/05/2024 05:10:00,24.214,,,,
243,08/05/2024 05:20:00,24.172,,,,
244,08/05/2024 05:30:00,24.118,,,,
245,08/05/2024 05:40:00,24.086,,,,
246,08/05/2024 05:50:00,24.043,,,,
247,08/05/2024 06:00:00,24.000,,,,
248,08/05/2024 06:10:00,23.968,,,,
249,08/05/2024 06:20:00,23.914,,,,
250,08/05/2024 06:30:00,23.882,,,,
251,08/05/2024 06:40:00,23.850,,,,
252,08/05/2024 06:50:00,23.828,,,,
253,08/05/2024 07:00:00,23.818,,,,
254,08/05/2024 07:10:00,23.796,,,,
255,08/05/2024 07:20:00,23.785,,,,
256,08/05/2024 07:30:00,23.775,,,,
257,08/05/2024 07:40:00,23.764,,,,
258,08/05/2024 07:50:00,23.818,,,,
259,08/05/2024 08:00:00,23.796,,,,
260,08/05/2024 08:10:00,23.850,,,,
261,08/05/2024 08:20:00,23.850,,,,
262,08/05/2024 08:30:00,23.882,,,,
263,08/05/2024 08:40:00,23.903,,,,
264,08/05/2024 08:50:00,24.000,,,,
265,08/05/2024 09:00:00,24.182,,,,
266,08/05/2024 09:10:00,24.290,,,,
267,08/05/2024 09:20:00,24.236,,,,
268,08/05/2024 09:30:00,24.322,,,,
269,08/05/2024 09:40:00,24.397,,,,
270,08/05/2024 09:50:00,24.483,,,,
271,08/05/2024 10:00:00,24.526,,,,
272,08/05/2024 10:10:00,24.579,,,,
273,08/05/2024 10:20:00,24.719,,,,
274,08/05/2024 10:30:00,24.890,,,,
275,08/05/2024 10:40:00,25.094,,,,
276,08/05/2024 10:50:00,25.169,,,,
277,08/05/2024 11:00:00,25.266,,,,
278,08/05/2024 11:10:00,25.469,,,,
279,08/05/2024 11:20:00,25.577,,,,
280,08/05/2024 11:30:00,25.630,,,,
281,08/05/2024 11:40:00,25.759,,,,
282,08/05/2024 11:50:00,25.866,,,,
283,08/05/2024 12:00:00,26.059,,,,
284,08/05/2024 12:10:00,26.177,,,,
285,08/05/2024 12:20:00,26.231,,,,
286,08/05/2024 12:30:00,26.510,,,,
287,08/05/2024 12:40:00,26.574,,,,
288,08/05/2024 12:50:00,26.638,,,,
289,08/05/2024 13:00:00,26.746,,,,
290,08/05/2024 13:10:00,26.874,,,,
291,08/05/2024 13:20:00,26.982,,,,
292,08/05/2024 13:30:00,27.003,,,,
293,08/05/2024 13:40:00,27.153,,,,
294,08/05/2024 13:50:00,27.239,,,,
295,08/05/2024 14:00:00,27.421,,,,
296,08/05/2024 14:10:00,27.314,,,,
297,08/05/2024 14:20:00,27.421,,,,
298,08/05/2024 14:30:00,27.550,,,,
299,08/05/2024 14:40:00,27.668,,,,
300,08/05/2024 14:50:00,27.786,,,,
301,08/05/2024 15:00:00,27.797,,,,
302,08/05/2024 15:10:00,27.915,,,,
303,08/05/2024 15:20:00,27.968,,,,
304,08/05/2024 15:30:00,28.161,,,,
305,08/05/2024 15:40:00,28.279,,,,
306,08/05/2024 15:50:00,28.344,,,,
307,08/05/2024 16:00:00,28.429,,,,
308,08/05/2024 16:10:00,28.590,,,,
309,08/05/2024 16:20:00,28.612,,,,
310,08/05/2024 16:30:00,28.558,,,,
311,08/05/2024 16:40:00,28.505,,,,
312,08/05/2024 16:50:00,28.397,,,,
313,08/05/2024 17:00:00,28.344,,,,
314,08/05/2024 17:10:00,28.269,,,,
315,08/05/2024 17:20:00,28.194,,,,
316,08/05/2024 17:30:00,28.108,,,,
317,08/05/2024 17:40:00,28.022,,,,
318,08/05/2024 17:50:00,27.947,,,,
319,08/05/2024 18:00:00,27.850,,,,
320,08/05/2024 18:10:00,27.765,,,,
321,08/05/2024 18:20:00,27.657,,,,
322,08/05/2024 18:30:00,27.550,,,,
323,08/05/2024 18:40:00,27.443,,,,
324,08/05/2024 18:50:00,27.357,,,,
325,08/05/2024 19:00:00,27.260,,,,
326,08/05/2024 19:10:00,27.175,,,,
327,08/05/2024 19:20:00,27.078,,,,
328,08/05/2024 19:30:00,26.982,,,,
329,08/05/2024 19:40:00,26.874,,,,
330,08/05/2024 19:50:00,26.778,,,,
331,08/05/2024 20:00:00,26.681,,,,
332,08/05/2024 20:10:00,26.595,,,,
333,08/05/2024 20:20:00,26.499,,,,
334,08/05/2024 20:30:00,26.402,,,,
335,08/05/2024 20:40:00,26.306,,,,
336,08/05/2024 20:50:00,26.231,,,,
337,08/05/2024 21:00:00,26.145,,,,
338,08/05/2024 21:10:00,26.048,,,,
339,08/05/2024 21:20:00,25.984,,,,
340,08/05/2024 21:30:00,25.898,,,,
341,08/05/2024 21:40:00,25.802,,,,
342,08/05/2024 21:50:00,25.716,,,,
343,08/05/2024 22:00:00,25.641,,,,
344,08/05/2024 22:10:00,25.566,,,,
345,08/05/2024 22:20:00,25.480,,,,
346,08/05/2024 22:30:00,25.394,,,,
347,08/05/2024 22:40:00,25.319,,,,
348,08/05/2024 22:50:00,25.233,,,,
349,08/05/2024 23:00:00,25.158,,,,
350,08/05/2024 23:10:00,25.083,,,,
351,08/05/2024 23:20:00,25.019,,,,
352,08/05/2024 23:30:00,24.944,,,,
353,08/05/2024 23:40:00,24.890,,,,
354,08/05/2024 23:50:00,24.815,,,,
355,08/06/2024 00:00:00,24.751,,,,
356,08/06/2024 00:10:00,24.686,,,,
357,08/06/2024 00:20:00,24.633,,,,
358,08/06/2024 00:30:00,24.568,,,,
359,08/06/2024 00:40:00,24.504,,,,
360,08/06/2024 00:50:00,24.429,,,,
361,08/06/2024 01:00:00,24.375,,,,
362,08/06/2024 01:10:00,24.311,,,,
363,08/06/2024 01:20:00,24.257,,,,
364,08/06/2024 01:30:00,24.182,,,,
365,08/06/2024 01:40:00,24.107,,,,
366,08/06/2024 01:50:00,24.054,,,,
367,08/06/2024 02:00:00,23.989,,,,
368,08/06/2024 02:10:00,23.925,,,,
369,08/06/2024 02:20:00,23.861,,,,
370,08/06/2024 02:30:00,23.807,,,,
371,08/06/2024 02:40:00,23.743,,,,
372,08/06/2024 02:50:00,23.689,,,,
373,08/06/2024 03:00:00,23.635,,,,
374,08/06/2024 03:10:00,23.560,,,,
375,08/06/2024 03:20:00,23.507,,,,
376,08/06/2024 03:30:00,23.464,,,,
377,08/06/2024 03:40:00,23.410,,,,
378,08/06/2024 03:50:00,23.346,,,,
379,08/06/2024 04:00:00,23.303,,,,
380,08/06/2024 04:10:00,23.249,,,,
381,08/06/2024 04:20:00,23.196,,,,
382,08/06/2024 04:30:00,23.153,,,,
383,08/06/2024 04:40:00,23.110,,,,
384,08/06/2024 04:50:00,23.067,,,,
385,08/06/2024 05:00:00,23.024,,,,
386,08/06/2024 05:10:00,22.992,,,,
387,08/06/2024 05:20:00,22.960,,,,
388,08/06/2024 05:30:00,22.927,,,,
389,08/06/2024 05:40:00,22.906,,,,
390,08/06/2024 05:50:00,22.874,,,,
391,08/06/2024 06:00:00,22.842,,,,
392,08/06/2024 06:10:00,22.820,,,,
393,08/06/2024 06:20:00,22.788,,,,
394,08/06/2024 06:30:00,22.767,,,,
395,08/06/2024 06:40:00,22.756,,,,
396,08/06/2024 06:50:00,22.756,,,,
397,08/06/2024 07:00:00,22.756,,,,
398,08/06/2024 07:10:00,22.777,,,,
399,08/06/2024 07:20:00,22.777,,,,
400,08/06/2024 07:30:00,22.810,,,,
401,08/06/2024 07:40:00,22.831,,,,
402,08/06/2024 07:50:00,22.842,,,,
403,08/06/2024 08:00:00,22.874,,,,
404,08/06/2024 08:10:00,22.927,,,,
405,08/06/2024 08:20:00,22.960,,,,
406,08/06/2024 08:30:00,23.013,,,,
407,08/06/2024 08:40:00,23.078,,,,
408,08/06/2024 08:50:00,23.206,,,,
409,08/06/2024 09:00:00,23.389,,,,
410,08/06/2024 09:10:00,23.464,,,,
411,08/06/2024 09:20:00,23.507,,,,
412,08/06/2024 09:30:00,23.592,,,,
413,08/06/2024 09:40:00,23.732,,,,
414,08/06/2024 09:50:00,23.818,,,,
415,08/06/2024 10:00:00,23.925,,,,
416,08/06/2024 10:10:00,24.021,,,,
417,08/06/2024 10:20:00,24.172,,,,
418,08/06/2024 10:30:00,24.397,,,,
419,08/06/2024 10:40:00,24.590,,,,
420,08/06/2024 10:50:00,24.697,,,,
421,08/06/2024 11:00:00,24.837,,,,
422,08/06/2024 11:10:00,24.976,,,,
423,08/06/2024 11:20:00,25.148,,,,
424,08/06/2024 11:30:00,25.287,,,,
425,08/06/2024 11:40:00,25.480,,,,
426,08/06/2024 11:50:00,25.619,,,,
427,08/06/2024 12:00:00,25.855,,,,
428,08/06/2024 12:10:00,26.091,,,,
429,08/06/2024 12:20:00,26.327,,,,
430,08/06/2024 12:30:00,26.520,,,,
431,08/06/2024 12:40:00,26.671,,,,
432,08/06/2024 12:50:00,26.810,,,,
433,08/06/2024 13:00:00,26.928,,,,
434,08/06/2024 13:10:00,27.046,,,,
435,08/06/2024 13:20:00,27.164,,,,
436,08/06/2024 13:30:00,27.250,,,,
437,08/06/2024 13:40:00,27.357,,,,
438,08/06/2024 13:50:00,27.464,,,,
439,08/06/2024 14:00:00,27.529,,,,
440,08/06/2024 14:10:00,27.647,,,,
441,08/06/2024 14:20:00,27.732,,,,
442,08/06/2024 14:30:00,27.775,,,,
443,08/06/2024 14:40:00,27.850,,,,
444,08/06/2024 14:50:00,27.936,,,,
445,08/06/2024 15:00:00,27.968,,,,
446,08/06/2024 15:10:00,28.033,,,,
447,08/06/2024 15:20:00,28.129,,,,
448,08/06/2024 15:30:00,28.043,,,,
449,08/06/2024 15:40:00,28.151,,,,
450,08/06/2024 15:50:00,28.108,,,,
451,08/06/2024 16:00:00,28.226,,,,
452,08/06/2024 16:10:00,28.247,,,,
453,08/06/2024 16:20:00,28.290,,,,
454,08/06/2024 16:30:00,28.333,,,,
455,08/06/2024 16:40:00,28.311,,,,
456,08/06/2024 16:50:00,28.301,,,,
457,08/06/2024 17:00:00,28.226,,,,
458,08/06/2024 17:10:00,28.311,,,,
459,08/06/2024 17:20:00,28.183,,,,
460,08/06/2024 17:30:00,28.226,,,,
461,08/06/2024 17:40:00,28.161,,,,
462,08/06/2024 17:50:00,28.097,,,,
463,08/06/2024 18:00:00,28.033,,,,
464,08/06/2024 18:10:00,27.990,,,,
465,08/06/2024 18:20:00,27.936,,,,
466,08/06/2024 18:30:00,27.882,,,,
467,08/06/2024 18:40:00,27.807,,,,
468,08/06/2024 18:50:00,27.732,,,,
469,08/06/2024 19:00:00,27.657,,,,
470,08/06/2024 19:10:00,27.571,,,,
471,08/06/2024 19:20:00,27.507,,,,
472,08/06/2024 19:30:00,27.421,,,,
473,08/06/2024 19:40:00,27.336,,,,
474,08/06/2024 19:50:00,27.250,,,,
475,08/06/2024 20:00:00,27.164,,,,
476,08/06/2024 20:10:00,27.057,,,,
477,08/06/2024 20:20:00,26.960,,,,
478,08/06/2024 20:30:00,26.885,,,,
479,08/06/2024 20:40:00,26.799,,,,
480,08/06/2024 20:50:00,26.713,,,,
481,08/06/2024 21:00:00,26.638,,,,
482,08/06/2024 21:10:00,26.553,,,,
483,08/06/2024 21:20:00,26.467,,,,
484,08/06/2024 21:30:00,26.392,,,,
485,08/06/2024 21:40:00,26.317,,,,
486,08/06/2024 21:50:00,26.242,,,,
487,08/06/2024 22:00:00,26.166,,,,
488,08/06/2024 22:10:00,26.091,,,,
489,08/06/2024 22:20:00,26.006,,,,
490,08/06/2024 22:30:00,25.941,,,,
491,08/06/2024 22:40:00,25.866,,,,
492,08/06/2024 22:50:00,25.802,,,,
493,08/06/2024 23:00:00,25.727,,,,
494,08/06/2024 23:10:00,25.662,,,,
495,08/06/2024 23:20:00,25.587,,,,
496,08/06/2024 23:30:00,25.523,,,,
497,08/06/2024 23:40:00,25.459,,,,
498,08/06/2024 23:50:00,25.394,,,,
499,08/07/2024 00:00:00,25.341,,,,
500,08/07/2024 00:10:00,25.287,,,,
501,08/07/2024 00:20:00,25.233,,,,
502,08/07/2024 00:30:00,25.169,,,,
503,08/07/2024 00:40:00,25.115,,,,
504,08/07/2024 00:50:00,25.062,,,,
505,08/07/2024 01:00:00,24.997,,,,
506,08/07/2024 01:10:00,24.955,,,,
507,08/07/2024 01:20:00,24.901,,,,
508,08/07/2024 01:30:00,24.858,,,,
509,08/07/2024 01:40:00,24.804,,,,
510,08/07/2024 01:50:00,24.751,,,,
511,08/07/2024 02:00:00,24.697,,,,
512,08/07/2024 02:10:00,24.654,,,,
513,08/07/2024 02:20:00,24.601,,,,
514,08/07/2024 02:30:00,24.568,,,,
515,08/07/2024 02:40:00,24.515,,,,
516,08/07/2024 02:50:00,24.472,,,,
517,08/07/2024 03:00:00,24.429,,,,
518,08/07/2024 03:10:00,24.386,,,,
519,08/07/2024 03:20:00,24.343,,,,
520,08/07/2024 03:30:00,24.290,,,,
521,08/07/2024 03:40:00,24.247,,,,
522,08/07/2024 03:50:00,24.204,,,,
523,08/07/2024 04:00:00,24.172,,,,
524,08/07/2024 04:10:00,24.139,,,,
525,08/07/2024 04:20:00,24.107,,,,
