wavelength,h125_1,h125_2,h125_3,h126_1,h126_2,h126_3,h127_1,h127_2,h127_3,h128_1,h128_2,h128_3,u125_1,u125_2,u125_3,u126_1,u126_2,u126_3,u127_1,u127_2,u127_3,u128_1,u128_2,u128_3,u129_1,u129_2,u129_3,u130_1,u130_2,u130_3,u131_1,u131_2,u131_3,u132_1,u132_2,u132_3,h129_1,h129_2,h129_3,h130_1,h130_2,h130_3,h131_1,Reflection:208,h131_2,Reflection:208,h131_3,Reflection:208,h132_1,Reflection:208,h132_2,Reflection:208,h132_3,Reflection:208,u133_1,Reflection:208,u133_2,Reflection:208,u133_3,Reflection:208,u134_1,Reflection:208,u134_2,Reflection:208,u134_3,Reflection:208,u135_1,Reflection:208,u135_2,Reflection:208,u135_3,Reflection:208,u136_1,Reflection:208,u136_2,Reflection:208,u136_3,Reflection:208,h133_1,Reflection:208,h133_2,Reflection:208,h133_3,Reflection:208,h134_1,Reflection:208,h134_2,Reflection:208,h134_3,Reflection:208,h135_1,Reflection:208,h135_2,Reflection:208,h135_3,Reflection:208,h136_1,Reflection:208,h136_2,Reflection:208,h136_3,Reflection:208,u137_1,Reflection:208,u137_2,Reflection:208,u137_3,Reflection:208,u138_1,Reflection:208,u138_2,Reflection:208,u138_3,Reflection:208,u139_1,Reflection:208,u139_2,Reflection:208,u139_3,Reflection:208,u140_1,Reflection:208,u140_2,Reflection:208,u140_3,Reflection:208,h137_1,Reflection:208,h137_2,Reflection:208,h137_3,Reflection:208,h138_1,Reflection:208,h138_2,Reflection:208,h138_3,Reflection:208,h139_1,Reflection:208,h139_2,Reflection:208,h139_3,Reflection:208,h140_1,Reflection:208,h140_2,Reflection:208,h140_3,Reflection:208,u141_1,Reflection:208,u141_2,Reflection:208,u141_3,Reflection:208,u142_1,Reflection:208,u142_2,Reflection:208,u142_3,Reflection:208,u143_1,Reflection:208,u143_2,Reflection:208,u143_3,Reflection:208,u144_1,Reflection:208,u144_2,Reflection:208,u144_3,Reflection:208,h141_1,Reflection:208,h141_2,Reflection:208,h141_3,Reflection:208,142_1,Reflection:208,142_2,Reflection:208,142_3,Reflection:208,h143_1,Reflection:208,h143_2,Reflection:208,h143_3,Reflection:208,h144_1,Reflection:208,h144_2,Reflection:208,h144_3,Reflection:208,u145_1,Reflection:208,u145_2,Reflection:208,u145_3,Reflection:208,u146_1,Reflection:208,u146_2,Reflection:208,u146_3,Reflection:208,u147_1,Reflection:208,u147_2,Reflection:208,u147_3,Reflection:208,u148_1,Reflection:208,u148_2,Reflection:208,u148_3,Reflection:208,h145_1,Reflection:208,h145_2,Reflection:208,h145_3,Reflection:208,h146_1,Reflection:208,h146_2,Reflection:208,h146_3,Reflection:208,h147_1,Reflection:208,h147_2,Reflection:208,h147_3,Reflection:208,h148_1,Reflection:208,h148_2,Reflection:208,h148_3,Reflection:208
476.793,0.56289,0.49978,0.72932,0.76043,0.71045,0.62679,0.64408,0.69149,0.60773,0.62037,0.55301,0.62482,0.21601,0.33187,0.19231,0.10391,0.24159,0.24851,0.19566,0.25651,0.30095,0.27241,0.25176,0.21344,0.24594,0.29246,0.33147,0.26441,0.36812,0.33582,0.36663,0.47044,0.54669,0.30787,0.32051,0.33108,0.70186,0.92241,0.92785,0.62808,0.46926,0.56131,0.56487,476.793,0.22164,476.793,0.38382,476.793,0.78463,476.793,0.78858,476.793,0.54995,476.793,0.35804,476.793,0.27083,476.793,0.47261,476.793,0.21463,476.793,0.21828,476.793,0.26895,476.793,0.26293,476.793,0.28248,476.793,0.17245,476.793,0.17156,476.793,0.32485,476.793,0.24317,476.793,0.76053,476.793,0.65119,476.793,0.78848,476.793,0.54738,476.793,0.43597,476.793,0.62195,476.793,0.50946,476.793,0.47232,476.793,0.31132,476.793,0.59539,476.793,0.91125,476.793,0.86937,476.793,0.24875,476.793,0.14817,476.793,0.34251,476.793,0.48441,476.793,0.37482,476.793,0.4078,476.793,0.26743,476.793,0.31602,476.793,0.23116,476.793,0.47485,476.793,0.52893,476.793,0.53387,476.793,0.65599,476.793,0.97289,476.793,0.71205,476.793,0.83054,476.793,0.71293,476.793,0.73865,476.793,0.93134,476.793,1.01158,476.793,1.00894,476.793,1.15392,476.793,0.82362,476.793,0.84648,476.793,0.36779,476.793,0.37021,476.793,0.17829,476.793,0.12487,476.793,0.20533,476.793,0.21478,476.793,0.28931,476.793,0.37372,476.793,0.32778,476.793,0.36834,476.793,0.58499,476.793,0.42857,476.793,1.3631,476.793,0.90518,476.793,0.91056,476.793,1.13392,476.793,0.85659,476.793,0.68424,476.793,1.05643,476.793,1.28725,476.793,0.93771,476.793,0.91045,476.793,1.31517,476.793,1.03235,476.793,0.4954,476.793,0.19335,476.793,0.50255,476.793,0.52563,476.793,0.1618,476.793,0.13091,476.793,0.30162,476.793,0.31261,476.793,0.44066,476.793,0.30085,476.793,0.43297,476.793,0.40021,476.793,0.69457,476.793,0.60708,476.793,0.59499,476.793,1.06797,476.793,1.02686,476.793,0.64335,476.793,1.34826,476.793,1.19195,476.793,1.17404,476.793,0.47606,476.793,0.80856,476.793,0.5962,476.793
477.145,0.32412,0.37609,0.42679,0.64638,0.62967,0.50401,0.4316,0.53221,0.48505,0.28384,0.51551,0.71741,0.07968,0.19807,0.15828,-0.05698,0.03124,0.04441,0.09402,0.09009,0.08872,0.16879,0.05708,0.09599,0.056,0.28934,0.23069,0.07595,0.06435,0.26645,0.31754,0.37835,0.43691,0.09717,0.017,0.20671,0.43563,0.68803,0.73274,0.35438,0.28757,0.33984,0.49743,477.145,0.01926,477.145,0.25761,477.145,0.73018,477.145,0.67752,477.145,0.45587,477.145,0.11249,477.145,0.22695,477.145,0.08656,477.145,0.20878,477.145,0.22499,477.145,0.0113,477.145,0.07604,477.145,0.16152,477.145,0.26272,477.145,0.19581,477.145,0.35929,477.145,0.19944,477.145,0.67949,477.145,0.31606,477.145,0.72301,477.145,0.33699,477.145,0.29376,477.145,0.43318,477.145,0.25839,477.145,0.37236,477.145,0.25623,477.145,0.29042,477.145,0.77282,477.145,0.71073,477.145,0.16013,477.145,0.11777,477.145,0.20971,477.145,0.16188,477.145,0.30494,477.145,0.31676,477.145,0.0509,477.145,0.11153,477.145,0.24594,477.145,0.32924,477.145,0.25175,477.145,0.11832,477.145,0.58492,477.145,0.59401,477.145,0.54268,477.145,0.56084,477.145,0.57682,477.145,0.6217,477.145,0.68048,477.145,0.70084,477.145,0.76651,477.145,0.8058,477.145,0.81839,477.145,0.70281,477.145,0.29268,477.145,0.15324,477.145,0.21081,477.145,0.29947,477.145,0.13791,477.145,0.20337,477.145,-0.12872,477.145,0.02014,477.145,0.02167,477.145,0.03054,477.145,0.4284,477.145,0.34971,477.145,0.7514,477.145,0.68245,477.145,0.77012,477.145,1.0801,477.145,0.68311,477.145,0.62706,477.145,0.72623,477.145,1.27306,477.145,0.70609,477.145,0.71047,477.145,1.03292,477.145,0.94043,477.145,0.23587,477.145,0.13999,477.145,0.38659,477.145,0.34653,477.145,0.10157,477.145,0.05155,477.145,0.13572,477.145,0.10814,477.145,0.2269,477.145,0.24879,477.145,0.34358,477.145,0.37751,477.145,0.58306,477.145,0.28754,477.145,0.44187,477.145,0.9146,477.145,0.81412,477.145,0.44274,477.145,1.26726,477.145,1.12563,477.145,0.9169,477.145,0.19034,477.145,0.59324,477.145,0.44657,477.145
477.497,0.41277,0.42517,0.6318,0.74213,0.6519,0.69971,0.58572,0.53339,0.6242,0.45182,0.68634,0.82091,0.13958,0.22163,0.13342,0.02886,0.12447,0.09427,0.22288,0.10976,0.22076,0.02366,0.29291,0.11553,0.17642,0.37102,0.28281,0.18979,0.22615,0.14852,0.26011,0.47664,0.39853,0.18132,0.20903,0.21932,0.65892,0.85064,0.91749,0.53782,0.48318,0.54051,0.43778,477.497,0.15429,477.497,0.33533,477.497,0.83804,477.497,0.79417,477.497,0.60179,477.497,0.22557,477.497,0.293,477.497,0.45105,477.497,0.15208,477.497,0.28646,477.497,0.09879,477.497,0.1668,477.497,0.08888,477.497,0.26184,477.497,0.22557,477.497,0.26405,477.497,0.3461,477.497,0.74838,477.497,0.56187,477.497,0.70943,477.497,0.58235,477.497,0.36303,477.497,0.53647,477.497,0.51156,477.497,0.5862,477.497,0.40478,477.497,0.56754,477.497,0.67201,477.497,0.87748,477.497,0.2441,477.497,0.19065,477.497,0.28405,477.497,0.2698,477.497,0.27784,477.497,0.22943,477.497,0.14235,477.497,0.10229,477.497,0.25095,477.497,0.57067,477.497,0.57538,477.497,0.13292,477.497,0.72662,477.497,0.72694,477.497,0.5756,477.497,0.72362,477.497,0.71698,477.497,0.64093,477.497,0.74129,477.497,1.0217,477.497,0.80492,477.497,1.01131,477.497,0.77343,477.497,0.90367,477.497,0.17501,477.497,0.28876,477.497,0.14802,477.497,0.26734,477.497,0.01842,477.497,0.22985,477.497,0.13967,477.497,0.11396,477.497,0.20972,477.497,0.12414,477.497,0.43636,477.497,0.52729,477.497,0.81241,477.497,0.7535,477.497,0.81359,477.497,1.19918,477.497,0.67189,477.497,0.57935,477.497,0.81348,477.497,1.33831,477.497,0.90688,477.497,0.8152,477.497,1.15302,477.497,1.13106,477.497,0.30965,477.497,0.30322,477.497,0.51369,477.497,0.29112,477.497,0.18165,477.497,0.21497,477.497,0.17737,477.497,0.12639,477.497,0.35399,477.497,0.27773,477.497,0.3225,477.497,0.38312,477.497,0.75051,477.497,0.33621,477.497,0.50608,477.497,1.10235,477.497,0.88064,477.497,0.50009,477.497,1.51601,477.497,1.10493,477.497,0.96236,477.497,0.21368,477.497,0.71248,477.497,0.64436,477.497
477.85,0.44686,0.44388,0.70912,0.71172,0.80777,0.70778,0.469,0.62453,0.66456,0.59373,0.65436,0.71509,0.2382,0.28334,0.25976,0.01655,0.13532,0.21905,0.19682,0.16987,0.23012,0.21308,0.26688,0.28036,0.23041,0.29422,0.29374,0.30538,0.17853,0.35033,0.32954,0.35986,0.54195,0.25841,0.28459,0.40422,0.7609,1.00661,0.87486,0.58122,0.47727,0.54233,0.5689,477.85,0.23291,477.85,0.37092,477.85,0.85695,477.85,0.85926,477.85,0.65138,477.85,0.35196,477.85,0.40865,477.85,0.58372,477.85,0.24456,477.85,0.28045,477.85,0.20818,477.85,0.2947,477.85,0.22598,477.85,0.14032,477.85,0.28421,477.85,0.36274,477.85,0.38786,477.85,0.74724,477.85,0.67303,477.85,1.00238,477.85,0.44099,477.85,0.40172,477.85,0.67688,477.85,0.44099,477.85,0.50489,477.85,0.35726,477.85,0.66177,477.85,0.83097,477.85,0.89795,477.85,0.1443,477.85,0.08759,477.85,0.45075,477.85,0.41433,477.85,0.37961,477.85,0.49027,477.85,0.12486,477.85,0.21138,477.85,0.28273,477.85,0.60499,477.85,0.50202,477.85,0.29833,477.85,0.59815,477.85,0.77621,477.85,0.55863,477.85,0.81904,477.85,0.64665,477.85,0.88185,477.85,0.85376,477.85,0.98642,477.85,0.94626,477.85,1.06835,477.85,0.79352,477.85,0.77813,477.85,0.01389,477.85,0.23157,477.85,0.03482,477.85,0.27002,477.85,0.16193,477.85,0.19504,477.85,0.18201,477.85,0.29993,477.85,0.23478,477.85,0.36648,477.85,0.49326,477.85,0.51388,477.85,0.96057,477.85,0.64889,477.85,0.84212,477.85,1.07967,477.85,0.70251,477.85,0.64099,477.85,0.83517,477.85,1.48161,477.85,0.69418,477.85,0.81808,477.85,1.05414,477.85,1.04421,477.85,0.36178,477.85,0.37758,477.85,0.57893,477.85,0.34501,477.85,-0.01367,477.85,0.21437,477.85,0.26233,477.85,0.26276,477.85,0.36327,477.85,0.20006,477.85,0.41048,477.85,0.34789,477.85,0.84927,477.85,0.55746,477.85,0.57647,477.85,1.06514,477.85,1.05937,477.85,0.6098,477.85,1.32213,477.85,1.30697,477.85,1.14771,477.85,0.44552,477.85,0.69172,477.85,0.61183,477.85
478.202,0.50772,0.49422,0.49309,0.51829,0.81486,0.69565,0.61853,0.62155,0.72727,0.64118,0.56473,0.72547,0.35141,0.28996,0.03426,0.14007,0.05418,0.29034,0.28062,0.17264,0.27099,0.13649,0.3146,0.18585,0.21842,0.43202,0.26542,0.33121,0.27628,0.37076,0.33225,0.42239,0.43485,0.31384,0.18849,0.33905,0.72661,0.8377,0.94408,0.47336,0.32762,0.476,0.50357,478.202,0.15442,478.202,0.39247,478.202,0.80873,478.202,0.84875,478.202,0.56784,478.202,0.33763,478.202,0.23163,478.202,0.35802,478.202,0.12809,478.202,0.4004,478.202,0.11355,478.202,0.34188,478.202,0.14762,478.202,0.35811,478.202,0.31951,478.202,0.38294,478.202,0.29431,478.202,0.56973,478.202,0.69027,478.202,0.79881,478.202,0.59257,478.202,0.40153,478.202,0.4962,478.202,0.49894,478.202,0.4272,478.202,0.37907,478.202,0.53122,478.202,0.9252,478.202,0.90179,478.202,0.36313,478.202,0.21449,478.202,0.34006,478.202,0.22492,478.202,0.37609,478.202,0.3133,478.202,0.11304,478.202,0.3113,478.202,0.18952,478.202,0.45679,478.202,0.61312,478.202,0.38357,478.202,0.53264,478.202,0.68803,478.202,0.47006,478.202,0.68813,478.202,0.73722,478.202,0.69614,478.202,0.85721,478.202,0.86838,478.202,0.89114,478.202,1.15988,478.202,0.89893,478.202,0.76577,478.202,0.23282,478.202,0.24356,478.202,0.36471,478.202,0.24946,478.202,0.32152,478.202,0.17045,478.202,0.17446,478.202,0.27053,478.202,0.39505,478.202,0.4255,478.202,0.48481,478.202,0.53717,478.202,0.9811,478.202,0.7664,478.202,1.04126,478.202,1.23678,478.202,0.64568,478.202,0.52937,478.202,0.8136,478.202,1.24215,478.202,0.89029,478.202,0.9889,478.202,1.20149,478.202,1.15292,478.202,0.38884,478.202,0.17688,478.202,0.56593,478.202,0.33185,478.202,0.1635,478.202,0.20469,478.202,0.35987,478.202,0.12768,478.202,0.2521,478.202,0.44678,478.202,0.38294,478.202,0.43414,478.202,0.76345,478.202,0.55992,478.202,0.49103,478.202,1.05558,478.202,0.98416,478.202,0.6284,478.202,1.42367,478.202,1.03451,478.202,1.06791,478.202,0.38547,478.202,0.721,478.202,0.41128,478.202
478.554,0.30166,0.28845,0.51043,0.53213,0.59473,0.47663,0.52529,0.48984,0.47654,0.39676,0.56721,0.57081,0.03352,0.06796,0.02465,-0.08162,-0.012,0.14367,0.12678,-0.00102,0.11736,-0.02899,0.02558,0.10646,0.06888,0.15965,0.06168,0.09944,0.1373,0.18393,0.06057,0.39843,0.2939,0.0662,0.09132,0.26371,0.61181,0.64219,0.71375,0.29021,0.13139,0.54395,0.25032,478.554,0.02105,478.554,0.36177,478.554,0.75715,478.554,0.57765,478.554,0.4698,478.554,0.23721,478.554,0.13056,478.554,0.29409,478.554,0.13269,478.554,0.02973,478.554,0.10665,478.554,0.11431,478.554,0.00997,478.554,0.04303,478.554,0.08061,478.554,0.08947,478.554,0.22585,478.554,0.51892,478.554,0.49353,478.554,0.57903,478.554,0.4024,478.554,0.24062,478.554,0.48097,478.554,0.35069,478.554,0.41348,478.554,0.19944,478.554,0.40443,478.554,0.51652,478.554,0.76693,478.554,0.01559,478.554,0.03841,478.554,0.10696,478.554,0.27659,478.554,0.22156,478.554,0.30704,478.554,0.01827,478.554,0.12998,478.554,0.08332,478.554,0.37167,478.554,0.3217,478.554,0.29992,478.554,0.28082,478.554,0.66767,478.554,0.32191,478.554,0.48937,478.554,0.47636,478.554,0.56329,478.554,0.7261,478.554,0.91875,478.554,0.73291,478.554,0.88396,478.554,0.59684,478.554,0.58858,478.554,0.14557,478.554,0.19244,478.554,-0.1018,478.554,0.14867,478.554,0.10365,478.554,0.01177,478.554,0.01569,478.554,0.08507,478.554,0.04522,478.554,0.0668,478.554,0.29672,478.554,0.33812,478.554,0.80126,478.554,0.5859,478.554,0.78092,478.554,0.94776,478.554,0.51714,478.554,0.31891,478.554,0.68171,478.554,1.26688,478.554,0.83946,478.554,0.73787,478.554,1.07671,478.554,0.87549,478.554,0.1052,478.554,-0.11408,478.554,0.29692,478.554,0.10551,478.554,0.0479,478.554,0.15435,478.554,0.13463,478.554,-0.01858,478.554,0.13969,478.554,0.13886,478.554,0.16385,478.554,0.37756,478.554,0.36,478.554,0.32077,478.554,0.20204,478.554,0.9139,478.554,0.73653,478.554,0.4011,478.554,1.01198,478.554,1.12947,478.554,0.93754,478.554,0.20266,478.554,0.57939,478.554,0.24448,478.554
478.906,0.46683,0.464,0.59599,0.51217,0.75404,0.64298,0.60778,0.55074,0.73941,0.58731,0.65221,0.67771,0.19553,0.2969,0.26427,0.09763,0.23529,0.32505,0.25421,0.27396,0.25659,0.21116,0.35293,0.22679,0.26271,0.33794,0.43986,0.24032,0.28657,0.37222,0.32323,0.48219,0.52204,0.28054,0.26445,0.28593,0.74463,0.88585,0.96693,0.51839,0.30997,0.54142,0.58274,478.906,0.11737,478.906,0.53073,478.906,0.95724,478.906,0.85998,478.906,0.85267,478.906,0.37231,478.906,0.41153,478.906,0.37743,478.906,0.32149,478.906,0.3395,478.906,0.36738,478.906,0.22578,478.906,0.19708,478.906,0.29562,478.906,0.35915,478.906,0.36939,478.906,0.29233,478.906,0.78868,478.906,0.57049,478.906,0.78823,478.906,0.63384,478.906,0.52926,478.906,0.56976,478.906,0.42323,478.906,0.54389,478.906,0.46948,478.906,0.60075,478.906,0.98229,478.906,0.81922,478.906,0.33761,478.906,0.44961,478.906,0.37067,478.906,0.33436,478.906,0.45754,478.906,0.50433,478.906,0.21168,478.906,0.38685,478.906,0.39946,478.906,0.43455,478.906,0.61155,478.906,0.54451,478.906,0.84469,478.906,0.88243,478.906,0.63454,478.906,0.79953,478.906,0.84042,478.906,0.6559,478.906,0.87653,478.906,1.07123,478.906,0.94998,478.906,1.25016,478.906,0.95588,478.906,0.9396,478.906,0.23131,478.906,0.21077,478.906,0.19917,478.906,0.30761,478.906,0.31371,478.906,0.35826,478.906,0.30516,478.906,0.33609,478.906,0.28869,478.906,0.38807,478.906,0.61135,478.906,0.42753,478.906,0.9571,478.906,0.97927,478.906,0.87521,478.906,1.11609,478.906,0.67879,478.906,0.57625,478.906,0.89301,478.906,1.65674,478.906,0.84663,478.906,1.14203,478.906,1.2708,478.906,1.04651,478.906,0.34128,478.906,0.23101,478.906,0.59527,478.906,0.30415,478.906,0.21646,478.906,0.17649,478.906,0.14241,478.906,0.27465,478.906,0.39153,478.906,0.41024,478.906,0.37627,478.906,0.4729,478.906,0.69649,478.906,0.55692,478.906,0.67431,478.906,1.05343,478.906,0.99585,478.906,0.65234,478.906,1.42512,478.906,1.28861,478.906,1.18088,478.906,0.39661,478.906,0.79872,478.906,0.68194,478.906
479.258,0.30208,0.49712,0.38629,0.56057,0.59577,0.55687,0.58278,0.61021,0.61021,0.48891,0.50245,0.7067,0.15118,0.06065,0.1324,0.05018,0.04603,0.07545,0.17879,0.18674,0.36165,0.11174,0.13619,0.04341,0.17708,0.27158,0.19892,0.19396,0.21219,0.20434,0.14441,0.51942,0.43313,0.1398,0.26688,0.30831,0.62547,0.68115,0.86663,0.4584,0.49234,0.4696,0.39487,479.258,0.07834,479.258,0.46337,479.258,0.69532,479.258,0.7437,479.258,0.46933,479.258,0.26219,479.258,0.28791,479.258,0.17916,479.258,0.13836,479.258,0.31066,479.258,0.10858,479.258,0.14639,479.258,0.08051,479.258,0.21102,479.258,0.19143,479.258,0.19432,479.258,0.2121,479.258,0.61121,479.258,0.51707,479.258,0.71906,479.258,0.52185,479.258,0.48647,479.258,0.5279,479.258,0.40777,479.258,0.62944,479.258,0.34802,479.258,0.34477,479.258,0.85146,479.258,0.71356,479.258,0.01986,479.258,0.11219,479.258,0.27907,479.258,0.41751,479.258,0.12317,479.258,0.3144,479.258,0.11349,479.258,0.2662,479.258,0.16998,479.258,0.56373,479.258,0.29824,479.258,0.15261,479.258,0.39765,479.258,0.71255,479.258,0.54597,479.258,0.58649,479.258,0.51642,479.258,0.62442,479.258,0.79779,479.258,0.82913,479.258,0.97046,479.258,1.21709,479.258,0.85488,479.258,0.69678,479.258,0.28446,479.258,0.02316,479.258,0.07725,479.258,-0.0016,479.258,-0.03394,479.258,0.21739,479.258,0.19882,479.258,0.2659,479.258,0.01178,479.258,0.18754,479.258,0.44655,479.258,0.35084,479.258,0.91836,479.258,0.79799,479.258,0.81406,479.258,1.10151,479.258,0.60376,479.258,0.70277,479.258,0.77403,479.258,1.2663,479.258,0.95529,479.258,0.80757,479.258,0.91796,479.258,0.85119,479.258,0.31411,479.258,0.08933,479.258,0.27907,479.258,0.2106,479.258,0.14852,479.258,0.12047,479.258,0.2659,479.258,0.19603,479.258,0.28676,479.258,0.35143,479.258,0.19353,479.258,0.40813,479.258,0.72173,479.258,0.62312,479.258,0.54666,479.258,0.93144,479.258,0.99631,479.258,0.65925,479.258,1.23386,479.258,1.19254,479.258,1.05331,479.258,0.16239,479.258,0.63839,479.258,0.43118,479.258
479.61,0.31272,0.52065,0.47717,0.4739,0.62289,0.42221,0.47443,0.51543,0.49423,0.47443,0.55131,0.71169,0.14801,-0.0608,0.18477,-0.17143,0.08041,0.10781,0.14112,0.1291,0.15473,0.11647,0.10507,-0.00415,0.1663,0.14996,0.21738,0.098,0.05929,0.22409,0.2757,0.45481,0.37317,0.15809,0.16515,0.27216,0.67741,0.63437,0.67175,0.45022,0.23178,0.41876,0.33429,479.61,-0.00389,479.61,0.21897,479.61,0.74863,479.61,0.76347,479.61,0.46515,479.61,0.12663,479.61,0.1306,479.61,0.07078,479.61,0.11426,479.61,0.26315,479.61,0.10348,479.61,0.13202,479.61,0.05903,479.61,0.04118,479.61,0.11249,479.61,0.14359,479.61,0.202,479.61,0.5263,479.61,0.60097,479.61,0.67714,479.61,0.3653,479.61,0.35187,479.61,0.48574,479.61,0.29885,479.61,0.2939,479.61,0.3167,479.61,0.22586,479.61,0.75022,479.61,0.60389,479.61,0.14592,479.61,0.17217,479.61,0.23386,479.61,0.23493,479.61,0.29378,479.61,0.12005,479.61,0.04226,479.61,-0.0161,479.61,0.27553,479.61,0.5169,479.61,0.38221,479.61,0.35381,479.61,0.52783,479.61,0.58747,479.61,0.39021,479.61,0.46576,479.61,0.59869,479.61,0.52627,479.61,0.81449,479.61,0.74832,479.61,0.80844,479.61,0.90126,479.61,0.67355,479.61,0.69073,479.61,0.21882,479.61,0.10697,479.61,0.049,479.61,0.12181,479.61,-0.00351,479.61,0.18915,479.61,0.0367,479.61,0.19599,479.61,0.09428,479.61,0.16778,479.61,0.47259,479.61,0.27592,479.61,0.67629,479.61,0.61011,479.61,0.80854,479.61,0.98344,479.61,0.63412,479.61,0.43736,479.61,0.64915,479.61,1.39757,479.61,0.63119,479.61,0.79595,479.61,0.85861,479.61,0.97915,479.61,0.16036,479.61,0.07174,479.61,0.27446,479.61,0.17002,479.61,0.11712,479.61,0.09126,479.61,0.12884,479.61,-0.02225,479.61,0.2117,479.61,0.10785,479.61,0.24859,479.61,0.36005,479.61,0.73699,479.61,0.34541,479.61,0.4315,479.61,0.76559,479.61,0.79624,479.61,0.49006,479.61,1.27683,479.61,0.99281,479.61,0.96597,479.61,0.00107,479.61,0.55243,479.61,0.42633,479.61
479.963,0.37453,0.44611,0.53617,0.5862,0.71989,0.56718,0.51944,0.60354,0.61476,0.53486,0.56201,0.56964,0.09488,0.07569,0.09628,-0.08586,0.21429,0.21061,0.19178,0.14902,0.29778,0.19257,0.24574,0.03934,0.22936,0.20194,0.05852,0.18967,0.20317,0.10023,0.26213,0.49999,0.47791,0.15253,0.33055,0.36375,0.61695,0.89808,0.76273,0.33563,0.46389,0.52171,0.46459,479.963,0.13352,479.963,0.41334,479.963,0.67915,479.963,0.71069,479.963,0.59995,479.963,0.40309,479.963,0.32433,479.963,0.47248,479.963,0.17496,479.963,0.30436,479.963,0.23576,479.963,0.24583,479.963,0.16225,479.963,0.29594,479.963,0.28254,479.963,0.21666,479.963,0.25074,479.963,0.6774,479.963,0.59723,479.963,0.83395,479.963,0.52899,479.963,0.40493,479.963,0.47038,479.963,0.32573,479.963,0.40773,479.963,0.33222,479.963,0.47905,479.963,0.78165,479.963,0.8202,479.963,0.17892,479.963,0.12129,479.963,0.24451,479.963,0.16497,479.963,0.29469,479.963,0.31445,479.963,-0.00145,479.963,0.36221,479.963,0.29052,479.963,0.52234,479.963,0.53745,479.963,0.16362,479.963,0.59674,479.963,0.78303,479.963,0.61359,479.963,0.70252,479.963,0.72132,479.963,0.66184,479.963,0.67201,479.963,0.92562,479.963,0.9419,479.963,1.01697,479.963,0.87932,479.963,0.64062,479.963,0.20944,479.963,0.15732,479.963,0.10288,479.963,0.28209,479.963,0.12361,479.963,0.10869,479.963,0.23792,479.963,0.30147,479.963,0.25788,479.963,0.19597,479.963,0.40551,479.963,0.42886,479.963,0.93163,479.963,0.79465,479.963,0.83815,479.963,0.95129,479.963,0.68518,479.963,0.59374,479.963,0.80395,479.963,1.45687,479.963,0.85742,479.963,0.85665,479.963,1.25984,479.963,0.99508,479.963,0.28626,479.963,0.1394,479.963,0.35611,479.963,0.2509,479.963,0.0372,479.963,0.15258,479.963,0.05502,479.963,0.15461,479.963,0.27367,479.963,0.27444,479.963,0.30408,479.963,0.45346,479.963,0.64934,479.963,0.46218,479.963,0.41588,479.963,1.12102,479.963,0.86314,479.963,0.57165,479.963,1.36649,479.963,1.07839,479.963,1.013,479.963,0.34206,479.963,0.5576,479.963,0.45104,479.963
480.315,0.38626,0.39326,0.50014,0.74735,0.61782,0.51691,0.40338,0.59568,0.64134,0.47809,0.53256,0.7905,0.13792,0.23796,0.20433,0.0799,0.12711,0.36282,0.11872,0.15123,0.13204,0.14855,0.20796,0.08725,0.11708,0.25603,0.32339,0.19551,0.16317,0.25802,0.24211,0.41739,0.39698,0.25984,0.16438,0.27463,0.7694,0.72314,0.82059,0.54986,0.47722,0.59517,0.46961,480.315,0.1553,480.315,0.38306,480.315,0.68829,480.315,0.70974,480.315,0.47869,480.315,0.19447,480.315,0.24402,480.315,0.3598,480.315,0.19481,480.315,0.22015,480.315,0.09019,480.315,0.15685,480.315,0.2307,480.315,0.26719,480.315,0.27886,480.315,0.28855,480.315,0.1949,480.315,0.71147,480.315,0.70982,480.315,0.82448,480.315,0.51933,480.315,0.45777,480.315,0.5694,480.315,0.46261,480.315,0.48682,480.315,0.35279,480.315,0.45344,480.315,0.76594,480.315,0.92574,480.315,0.14838,480.315,0.08347,480.315,0.30272,480.315,0.3607,480.315,0.44946,480.315,0.18905,480.315,0.11703,480.315,0.23954,480.315,0.32839,480.315,0.41542,480.315,0.55197,480.315,0.30243,480.315,0.52312,480.315,0.76959,480.315,0.62755,480.315,0.62505,480.315,0.68064,480.315,0.73699,480.315,0.84248,480.315,0.84344,480.315,0.86421,480.315,0.98797,480.315,0.89594,480.315,0.66362,480.315,0.29099,480.315,0.20386,480.315,0.11136,480.315,0.23233,480.315,0.07501,480.315,0.32945,480.315,0.18078,480.315,0.25002,480.315,0.21444,480.315,0.28531,480.315,0.47485,480.315,0.35493,480.315,0.87248,480.315,0.80574,480.315,0.81353,480.315,1.1551,480.315,0.53553,480.315,0.60476,480.315,0.83651,480.315,1.34464,480.315,0.88344,480.315,0.77189,480.315,1.13519,480.315,1.07394,480.315,0.2857,480.315,0.36609,480.315,0.43658,480.315,0.23367,480.315,0.07385,480.315,0.37917,480.315,0.1177,480.315,0.06731,480.315,0.35782,480.315,0.31705,480.315,0.3634,480.315,0.34705,480.315,0.72304,480.315,0.37109,480.315,0.5236,480.315,1.02047,480.315,0.89989,480.315,0.56591,480.315,1.3857,480.315,0.9797,480.315,0.9871,480.315,0.24108,480.315,0.75353,480.315,0.44312,480.315
