
Model:	LI-1500 Light Sensor Logger	
Config:	4-PI-2	
MULT_3:	-233.90
Session Remark:	 	
Software Version:	1.2.0	
Timestamp:	20250103 10:20:26	
DATAH	Record	Date	Time	INPUT3	CHK	
DATA	0000051	2025-01-03	11:11:28	69.244	 93
DATA	0000052	2025-01-03	11:12:28	67.972	101
DATA	0000053	2025-01-03	11:13:28	67.767	105
DATA	0000054	2025-01-03	11:14:28	73.515	 95
DATA	0000055	2025-01-03	11:15:28	75.012	 91
DATA	0000056	2025-01-03	11:16:28	75.217	100
DATA	0000057	2025-01-03	11:17:28	75.452	103
DATA	0000058	2025-01-03	11:18:28	67.459	113
DATA	0000059	2025-01-03	11:19:28	70.428	105
DATA	0000060	2025-01-03	11:20:28	70.836	 92
DATA	0000061	2025-01-03	11:21:28	76.787	105
DATA	0000062	2025-01-03	11:22:28	77.883	105
DATA	0000063	2025-01-03	11:23:28	77.401	 93
DATA	0000064	2025-01-03	11:24:28	69.807	106
DATA	0000065	2025-01-03	11:25:28	70.464	 99
DATA	0000066	2025-01-03	11:26:28	73.479	110
DATA	0000067	2025-01-03	11:27:28	79.126	107
DATA	0000068	2025-01-03	11:28:28	80.727	108
DATA	0000069	2025-01-03	11:29:28	81.979	120
DATA	0000070	2025-01-03	11:30:28	81.044	 87
DATA	0000071	2025-01-03	11:31:28	77.863	103
DATA	0000072	2025-01-03	11:32:28	78.921	101
DATA	0000073	2025-01-03	11:33:28	81.614	 96
DATA	0000074	2025-01-03	11:34:28	77.906	107
DATA	0000075	2025-01-03	11:35:28	76.751	106
DATA	0000076	2025-01-03	11:36:28	72.689	114
DATA	0000077	2025-
Model:	LI-1500 Light Sensor Logger	
Config:	4-PI-2	
MULT_3:	-233.90
Session Remark:	 	
Software Version:	1.2.0	
Timestamp:	20250103 11:42:24	
DATAH	Record	Date	Time	INPUT3	CHK	
DATA	0000000	2025-01-03	11:42:25	88.416	 90
DATA	0000001	2025-01-03	11:43:25	93.392	 91
DATA	0000002	2025-01-03	11:44:25	90.701	 84
DATA	0000003	2025-01-03	11:45:25	91.420	 85
DATA	0000004	2025-01-03	11:46:25	90.103	 84
DATA	0000005	2025-01-03	11:47:25	93.138	 97
DATA	0000006	2025-01-03	11:48:25	88.015	 97
DATA	0000007	2025-01-03	11:49:25	83.485	105
DATA	0000008	2025-01-03	11:50:25	78.595	104
DATA	0000009	2025-01-03	11:51:25	76.039	 97
DATA	0000010	2025-01-03	11:52:25	75.121	 81
DATA	0000011	2025-01-03	11:53:25	77.363	 93
DATA	0000012	2025-01-03	11:54:25	75.661	 94
DATA	0000013	2025-01-03	11:55:25	75.432	 92
DATA	0000014	2025-01-03	11:56:25	74.594	102
DATA	0000015	2025-01-03	11:57:25	75.645	102
DATA	0000016	2025-01-03	11:58:25	77.086	105
DATA	0000017	2025-01-03	11:59:25	79.786	116
DATA	0000018	2025-01-03	12:00:25	86.678	102
DATA	0000019	2025-01-03	12:01:25	87.279	102
DATA	0000020	2025-01-03	12:02:25	90.062	 79
DATA	0000021	2025-01-03	12:03:25	86.111	 81
DATA	0000022	2025-01-03	12:04:25	87.180	 90
DATA	0000023	2025-01-03	12:05:25	90.082	 87
DATA	0000024	2025-01-03	12:06:25	93.388	101
DATA	0000025	2025-01-03	12:07:25	96.337	100
DATA	0000026	2025-01-03	12:08:25	84.368	103
DATA	0000027	2025-01-03	12:09:25	82.925	102
DATA	0000028	2025-01-03	12:10:25	79.678	106
DATA	0000029	2025-01-03	12:11:25	78.077	100
DATA	0000030	2025-01-03	12:12:25	79.228	 92
DATA	0000031	2025-01-03	12:13:25	81.184	 88
DATA	0000032	2025-01-03	12:14:25	82.137	 89
DATA	0000033	2025-01-03	12:15:25	82.083	 91
DATA	0000034	2025-01-03	12:16:25	84.010	 85
DATA	0000035	2025-01-03	12:17:25	83.985	107
DATA	0000036	2025-01-03	12:18:25	90.454	 98
DATA	0000037	2025-01-03	12:19:25	89.191	106
DATA	0000038	2025-01-03	12:20:25	89.306	 97
DATA	0000039	2025-01-03	12:21:25	93.707	 99
DATA	0000040	2025-01-03	12:22:25	104.40	 75
DATA	0000041	2025-01-03	12:23:25	113.86	 87
DATA	0000042	2025-01-03	12:24:25	109.19	 90
DATA	0000043	2025-01-03	12:25:25	104.21	 80
DATA	0000044	2025-01-03	12:26:25	106.55	 91
DATA	0000045	2025-01-03	12:27:25	113.64	 91
DATA	0000046	2025-01-03	12:28:25	123.38	 95
DATA	0000047	2025-01-03	12:29:25	112.65	 95
DATA	0000048	2025-01-03	12:30:25	105.30	 82
DATA	0000049	2025-01-03	12:31:25	101.86	 91
DATA	0000050	2025-01-03	12:32:25	102.08	 79
DATA	0000051	2025-01-03	12:33:25	115.85	 90
DATA	0000052	2025-01-03	12:34:25	121.36	 85
DATA	0000053	2025-01-03	12:35:25	117.84	 95
DATA	0000054	2025-01-03	12:36:25	118.93	 98
DATA	0000055	2025-01-03	12:37:25	123.83	 95
DATA	0000056	2025-01-03	12:38:25	131.97	101
DATA	0000057	2025-01-03	12:39:25	139.02	 97
DATA	0000058	2025-01-03	12:40:25	142.26	 90
DATA	0000059	2025-01-03	12:41:25	142.16	 91
DATA	0000060	2025-01-03	12:42:25	146.94	 94
DATA	0000061	2025-01-03	12:43:25	151.27	 88
DATA	0000062	2025-01-03	12:44:25	154.73	 94
DATA	0000063	2025-01-03	12:45:25	154.35	 94
DATA	0000064	2025-01-03	12:46:25	156.44	 98
DATA	0000065	2025-01-03	12:47:25	160.21	 90
DATA	0000066	2025-01-03	12:48:25	165.87	109
DATA	0000067	2025-01-03	12:49:25	173.47	106
DATA	0000068	2025-01-03	12:50:25	171.35	 94
DATA	0000069	2025-01-03	12:51:25	169.77	109
DATA	0000070	2025-01-03	12:52:25	158.41	 91
DATA	0000071	2025-01-03	12:53:25	149.07	 95
DATA	0000072	2025-01-03	12:54:25	148.40	 93
DATA	0000073	2025-01-03	12:55:25	138.24	 96
DATA	0000074	2025-01-03	12:56:25	135.57	101
DATA	0000075	2025-01-03	12:57:25	125.65	101
DATA	0000076	2025-01-03	12:58:25	110.14	 91
DATA	0000077	2025-01-03	12:59:25	106.29	104
DATA	0000078	2025-01-03	13:00:25	109.52	 91
DATA	0000079	2025-01-03	13:01:25	114.52	 89
DATA	0000080	2025-01-03	13:02:25	123.60	 81
DATA	0000081	2025-01-03	13:03:25	132.43	 84
DATA	0000082	2025-01-03	13:04:25	123.69	 94
DATA	0000083	2025-01-03	13:05:25	116.46	 93
DATA	0000084	2025-01-03	13:06:25	116.99	103
DATA	0000085	2025-01-03	13:07:25	117.52	 95
DATA	0000086	2025-01-03	13:08:25	119.92	103
DATA	0000087	2025-01-03	13:09:25	127.40	 97
DATA	0000088	2025-01-03	13:10:25	131.52	 88
DATA	0000089	2025-01-03	13:11:25	119.31	 93
DATA	0000090	2025-01-03	13:12:25	112.76	 88
DATA	0000091	2025-01-03	13:13:26	113.02	 81
DATA	0000092	2025-01-03	13:14:26	122.14	 86
DATA	0000093	2025-01-03	13:15:26	129.17	 98
DATA	0000094	2025-01-03	13:16:26	131.18	 94
DATA	0000095	2025-01-03	13:17:26	134.41	 95
DATA	0000096	2025-01-03	13:18:26	134.63	101
DATA	0000097	2025-01-03	13:19:26	138.89	115
DATA	0000098	2025-01-03	13:20:26	135.63	 97
DATA	0000099	2025-01-03	13:21:26	134.98	106
DATA	0000100	2025-01-03	13:22:26	133.41	 77
DATA	0000101	2025-01-03	13:23:26	135.31	 80
DATA	0000102	2025-01-03	13:24:26	136.85	 92
DATA	0000103	2025-01-03	13:25:26	138.05	 88
DATA	0000104	2025-01-03	13:26:26	142.05	 85
DATA	0000105	2025-01-03	13:27:26	149.48	101
DATA	0000106	2025-01-03	13:28:26	151.35	 92
DATA	0000107	2025-01-03	13:29:26	140.60	 90
DATA	0000108	2025-01-03	13:30:26	122.94	 90
DATA	0000109	2025-01-03	13:31:26	108.82	 93
DATA	0000110	2025-01-03	13:32:26	103.35	 79
DATA	0000111	2025-01-03	13:33:26	100.49	 83
DATA	0000112	2025-01-03	13:34:26	97.744	102
DATA	0000113	2025-01-03	13:35:26	100.81	 83
DATA	0000114	2025-01-03	13:36:26	102.96	 93
DATA	0000115	2025-01-03	13:37:26	100.67	 91
DATA	0000116	2025-01-03	13:38:26	100.48	 92
DATA	0000117	2025-01-03	13:39:26	102.41	 89
DATA	0000118	2025-01-03	13:40:26	101.77	 90
DATA	0000119	2025-01-03	13:41:26	92.554	101
DATA	0000120	2025-01-03	13:42:26	82.902	 90
DATA	0000121	2025-01-03	13:43:26	103.88	 91
DATA	0000122	2025-01-03	13:44:26	101.36	 84
DATA	0000123	2025-01-03	13:45:26	117.79	100
DATA	0000124	2025-01-03	13:46:26	116.85	 98
DATA	0000125	2025-01-03	13:47:26	120.36	 91
DATA	0000126	2025-01-03	13:48:26	124.70	 95
DATA	0000127	2025-01-03	13:49:26	128.10	 95
DATA	0000128	2025-01-03	13:50:26	127.28	 96
DATA	0000129	2025-01-03	13:51:26	121.86	 96
DATA	0000130	2025-01-03	13:52:26	112.49	 88
DATA	0000131	2025-01-03	13:53:26	112.81	 86
DATA	0000132	2025-01-03	13:54:26	113.95	 94
DATA	0000133	2025-01-03	13:55:26	108.58	 99
DATA	0000134	2025-01-03	13:56:26	109.96	104
DATA	0000135	2025-01-03	13:57:26	109.33	 97
DATA	0000136	2025-01-03	13:58:26	94.304	103
DATA	0000137	2025-01-03	13:59:26	98.976	124
DATA	0000138	2025-01-03	14:00:26	97.229	102
DATA	0000139	2025-01-03	14:01:26	95.657	107
DATA	0000140	2025-01-03	14:02:26	98.019	 95
DATA	0000141	2025-01-03	14:03:26	101.64	 82
DATA	0000142	2025-01-03	14:04:26	100.27	 82
DATA	0000143	2025-01-03	14:05:26	99.789	116
DATA	0000144	2025-01-03	14:06:26	100.06	 83
DATA	0000145	2025-01-03	14:07:26	102.34	 88
DATA	0000146	2025-01-03	14:08:26	100.14	 86
DATA	0000147	2025-01-03	14:09:26	94.308	106
DATA	0000148	2025-01-03	14:10:26	91.402	 91
DATA	0000149	2025-01-03	14:11:26	94.554	104
DATA	0000150	2025-01-03	14:12:26	88.648	104
DATA	0000151	2025-01-03	14:13:26	99.960	105
DATA	0000152	2025-01-03	14:14:26	100.11	 77
DATA	0000153	2025-01-03	14:15:26	116.79	100
DATA	0000154	2025-01-03	14:16:26	128.05	 94
DATA	0000155	2025-01-03	14:17:26	136.66	102
DATA	0000156	2025-01-03	14:18:26	145.43	 99
DATA	0000157	2025-01-03	14:19:26	150.28	100
DATA	0000158	2025-01-03	14:20:26	149.91	101
DATA	0000159	2025-01-03	14:21:26	153.40	 92
DATA	0000160	2025-01-03	14:22:26	159.26	 95
DATA	0000161	2025-01-03	14:23:26	163.34	 91
DATA	0000162	2025-01-03	14:24:26	172.71	 94
DATA	0000163	2025-01-03	14:25:26	186.91	103
DATA	0000164	2025-01-03	14:26:26	195.70	102
DATA	0000165	2025-01-03	14:27:26	210.34	 92
DATA	0000166	2025-01-03	14:28:26	226.09	103
DATA	0000167	2025-01-03	14:29:26	233.47	105
DATA	0000168	2025-01-03	14:30:26	226.00	 89
DATA	0000169	2025-01-03	14:31:26	208.57	103
DATA	0000170	2025-01-03	14:32:26	204.39	 92
DATA	0000171	2025-01-03	14:33:26	206.49	 97
DATA	0000172	2025-01-03	14:34:26	202.96	 97
DATA	0000173	2025-01-03	14:35:26	199.34	106
DATA	0000174	2025-01-03	14:36:26	196.66	110
DATA	0000175	2025-01-03	14:37:26	185.91	108
DATA	0000176	2025-01-03	14:38:26	177.92	112
DATA	0000177	2025-01-03	14:39:26	172.07	105
DATA	0000178	2025-01-03	14:40:26	164.51	 98
DATA	0000179	2025-01-03	14:41:26	153.96	107
DATA	0000180	2025-01-03	14:42:26	154.60	 92
DATA	0000181	2025-01-03	14:43:26	151.25	 92
DATA	0000182	2025-01-03	14:44:26	146.54	100
DATA	0000183	2025-01-03	14:45:26	144.37	101
DATA	0000184	2025-01-03	14:46:26	145.12	 97
DATA	0000185	2025-01-03	14:47:26	151.70	100
DATA	0000186	2025-01-03	14:48:26	153.26	105
DATA	0000187	2025-01-03	14:49:26	149.23	109
DATA	0000188	2025-01-03	14:50:26	147.00	 95
DATA	0000189	2025-01-03	14:51:26	150.01	 92
DATA	0000190	2025-01-03	14:52:26	155.85	102
DATA	0000191	2025-01-03	14:53:26	161.95	102
DATA	0000192	2025-01-03	14:54:26	158.71	104
DATA	0000193	2025-01-03	14:55:26	162.30	 96
DATA	0000194	2025-01-03	14:56:26	169.63	111
DATA	0000195	2025-01-03	14:57:26	164.69	114
DATA	0000196	2025-01-03	14:58:26	157.88	119
DATA	0000197	2025-01-03	14:59:26	153.11	103
DATA	0000198	2025-01-03	15:00:26	148.35	101
DATA	0000199	2025-01-03	15:01:26	137.29	104
DATA	0000200	2025-01-03	15:02:26	126.18	 84
DATA	0000201	2025-01-03	15:03:26	123.65	 85
DATA	0000202	2025-01-03	15:04:26	123.53	 84
DATA	0000203	2025-01-03	15:05:26	123.62	 86
DATA	0000204	2025-01-03	15:06:26	118.68	 98
DATA	0000205	2025-01-03	15:07:26	116.75	 96
DATA	0000206	2025-01-03	15:08:26	111.53	 89
DATA	0000207	2025-01-03	15:09:26	109.77	104
DATA	0000208	2025-01-03	15:10:26	116.13	 85
DATA	0000209	2025-01-03	15:11:26	117.57	 96
DATA	0000210	2025-01-03	15:12:26	118.54	 87
DATA	0000211	2025-01-03	15:13:26	119.90	 90
DATA	0000212	2025-01-03	15:14:26	119.44	 91
DATA	0000213	2025-01-03	15:15:26	122.81	 88
DATA	0000214	2025-01-03	15:16:26	126.90	 94
DATA	0000215	2025-01-03	15:17:26	133.44	 93
DATA	0000216	2025-01-03	15:18:26	136.66	102
DATA	0000217	2025-01-03	15:19:26	136.32	 97
DATA	0000218	2025-01-03	15:20:26	134.71	 91
DATA	0000219	2025-01-03	15:21:26	141.07	 90
DATA	0000220	2025-01-03	15:22:26	143.45	 87
DATA	0000221	2025-01-03	15:23:26	155.42	 89
DATA	0000222	2025-01-03	15:24:26	152.39	 94
DATA	0000223	2025-01-03	15:25:26	172.02	 88
DATA	0000224	2025-01-03	15:26:26	171.65	 98
DATA	0000225	2025-01-03	15:27:26	172.17	 98
DATA	0000226	2025-01-03	15:28:26	173.15	 99
DATA	0000227	2025-01-03	15:29:26	169.91	110
DATA	0000228	2025-01-03	15:30:26	164.99	106
DATA	0000229	2025-01-03	15:31:26	155.12	 93
DATA	0000230	2025-01-03	15:32:26	153.35	 89
DATA	0000231	2025-01-03	15:33:26	150.98	 97
DATA	0000232	2025-01-03	15:34:26	147.84	100
DATA	0000233	2025-01-03	15:35:26	145.90	 97
DATA	0000234	2025-01-03	15:36:26	145.59	104
DATA	0000235	2025-01-03	15:37:26	144.58	104
DATA	0000236	2025-01-03	15:38:26	142.31	 95
DATA	0000237	2025-01-03	15:39:26	138.65	109
DATA	0000238	2025-01-03	15:40:26	133.40	 90
DATA	0000239	2025-01-03	15:41:26	132.20	 89
DATA	0000240	2025-01-03	15:42:26	134.87	 97
DATA	0000241	2025-01-03	15:43:26	138.44	 96
DATA	0000242	2025-01-03	15:44:26	138.84	102
DATA	0000243	2025-01-03	15:45:26	141.95	100
DATA	0000244	2025-01-03	15:46:26	139.90	104
DATA	0000245	2025-01-03	15:47:26	136.00	 94
DATA	0000246	2025-01-03	15:48:26	132.94	105
DATA	0000247	2025-01-03	15:49:26	133.46	105
DATA	0000248	2025-01-03	15:50:26	137.42	 98
DATA	0000249	2025-01-03	15:51:26	141.32	 94
DATA	0000250	2025-01-03	15:52:26	140.32	 86
DATA	0000251	2025-01-03	15:53:26	145.14	 93
DATA	0000252	2025-01-03	15:54:26	149.03	 97
DATA	0000253	2025-01-03	15:55:26	148.73	105
DATA	0000254	2025-01-03	15:56:26	146.86	109
DATA	0000255	2025-01-03	15:57:26	148.12	102
DATA	0000256	2025-01-03	15:58:26	149.69	117
DATA	0000257	2025-01-03	15:59:26	151.60	103
DATA	0000258	2025-01-03	16:00:26	157.52	 98
DATA	0000259	2025-01-03	16:01:26	160.30	 90
DATA	0000260	2025-01-03	16:02:26	163.53	 91
DATA	0000261	2025-01-03	16:03:26	160.75	 94
DATA	0000262	2025-01-03	16:04:26	146.62	 96
DATA	0000263	2025-01-03	16:05:26	150.03	 88
DATA	0000264	2025-01-03	16:06:26	144.08	 98
DATA	0000265	2025-01-03	16:07:26	143.71	 99
DATA	0000266	2025-01-03	16:08:26	145.85	108
DATA	0000267	2025-01-03	16:09:26	146.62	106
DATA	0000268	2025-01-03	16:10:26	144.97	105
DATA	0000269	2025-01-03	16:11:26	144.40	 95
DATA	0000270	2025-01-03	16:12:26	131.14	 85
DATA	0000271	2025-01-03	16:13:26	140.47	 93
DATA	0000272	2025-01-03	16:14:26	125.37	 97
DATA	0000273	2025-01-03	16:15:26	133.42	 94
DATA	0000274	2025-01-03	16:16:26	108.77	106
DATA	0000275	2025-01-03	16:17:26	125.43	100
DATA	0000276	2025-01-03	16:18:26	118.41	102
DATA	0000277	2025-01-03	16:19:26	108.29	109
DATA	0000278	2025-01-03	16:20:26	100.61	 90
DATA	0000279	2025-01-03	16:21:26	94.732	109
DATA	0000280	2025-01-03	16:22:26	88.961	109
DATA	0000281	2025-01-03	16:23:26	84.386	108
DATA	0000282	2025-01-03	16:24:26	78.782	113
DATA	0000283	2025-01-03	16:25:26	81.155	103
DATA	0000284	2025-01-03	16:26:26	81.245	105
DATA	0000285	2025-01-03	16:27:26	79.820	113
DATA	0000286	2025-01-03	16:28:26	82.409	112
DATA	0000287	2025-01-03	16:29:26	83.668	122
DATA	0000288	2025-01-03	16:30:26	84.544	109
DATA	0000289	2025-01-03	16:31:26	83.895	119
DATA	0000290	2025-01-03	16:32:26	82.817	105
DATA	0000291	2025-01-03	16:33:26	83.177	107
DATA	0000292	2025-01-03	16:34:26	83.571	107
DATA	0000293	2025-01-03	16:35:26	81.711	103
DATA	0000294	2025-01-03	16:36:26	80.536	109
DATA	0000295	2025-01-03	16:37:26	81.346	111
DATA	0000296	2025-01-03	16:38:26	80.867	120
DATA	0000297	2025-01-03	16:39:26	78.930	120
DATA	0000298	2025-01-03	16:40:26	77.237	112
DATA	0000299	2025-01-03	16:41:26	76.413	109
DATA	0000300	2025-01-03	16:42:26	76.134	 93
DATA	0000301	2025-01-03	16:43:26	74.319	 98
DATA	0000302	2025-01-03	16:44:26	71.127	 94
DATA	0000303	2025-01-03	16:45:26	68.474	107
DATA	0000304	2025-01-03	16:46:26	67.916	109
DATA	0000305	2025-01-03	16:47:26	65.451	103
DATA	0000306	2025-01-03	16:48:26	66.022	100
DATA	0000307	2025-01-03	16:49:26	67.621	108
DATA	0000308	2025-01-03	16:50:26	67.968	115
DATA	0000309	2025-01-03	16:51:26	67.752	108
DATA	0000310	2025-01-03	16:52:26	66.892	105
DATA	0000311	2025-01-03	16:53:26	65.514	 97
DATA	0000312	2025-01-03	16:54:26	64.636	103
DATA	0000313	2025-01-03	16:55:26	63.071	 97
DATA	0000314	2025-01-03	16:56:26	61.551	100
DATA	0000315	2025-01-03	16:57:26	59.633	110
DATA	0000316	2025-01-03	16:58:26	58.100	100
DATA	0000317	2025-01-03	16:59:26	57.013	104
DATA	0000318	2025-01-03	17:00:26	55.566	103
DATA	0000319	2025-01-03	17:01:26	54.936	105
DATA	0000320	2025-01-03	17:02:26	53.610	 86
DATA	0000321	2025-01-03	17:03:26	52.033	 86
DATA	0000322	2025-01-03	17:04:26	49.969	112
DATA	0000323	2025-01-03	17:05:26	48.254	100
DATA	0000324	2025-01-03	17:06:26	46.988	114
DATA	0000325	2025-01-03	17:07:26	47.828	110
DATA	0000326	2025-01-03	17:08:26	46.242	101
DATA	0000327	2025-01-03	17:09:26	45.120	 97
DATA	0000328	2025-01-03	17:10:26	44.624	 98
DATA	0000329	2025-01-03	17:11:26	44.555	103
DATA	0000330	2025-01-03	17:12:26	44.701	 89
DATA	0000331	2025-01-03	17:13:26	44.185	 97
DATA	0000332	2025-01-03	17:14:26	43.049	 97
DATA	0000333	2025-01-03	17:15:26	41.463	 97
DATA	0000334	2025-01-03	17:16:26	40.262	 95
DATA	0000335	2025-01-03	17:17:26	38.230	 99
DATA	0000336	2025-01-03	17:18:26	36.214	101
DATA	0000337	2025-01-03	17:19:26	34.373	107
DATA	0000338	2025-01-03	17:20:26	32.613	 95
DATA	0000339	2025-01-03	17:21:26	31.211	 90
DATA	0000340	2025-01-03	17:22:26	29.846	104
DATA	0000341	2025-01-03	17:23:26	29.166	101
DATA	0000342	2025-01-03	17:24:26	28.128	100
DATA	0000343	2025-01-03	17:25:26	26.935	106
DATA	0000344	2025-01-03	17:26:26	25.637	106
DATA	0000345	2025-01-03	17:27:26	24.844	107
DATA	0000346	2025-01-03	17:28:26	24.449	110
DATA	0000347	2025-01-03	17:29:26	24.176	109
DATA	0000348	2025-01-03	17:30:26	23.686	107
DATA	0000349	2025-01-03	17:31:26	22.848	108
DATA	0000350	2025-01-03	17:32:26	21.902	 91
DATA	0000351	2025-01-03	17:33:26	21.061	 89
DATA	0000352	2025-01-03	17:34:26	20.232	 90
DATA	0000353	2025-01-03	17:35:26	19.103	 97
DATA	0000354	2025-01-03	17:36:26	17.614	104
DATA	0000355	2025-01-03	17:37:26	16.074	105
DATA	0000356	2025-01-03	17:38:26	14.643	107
DATA	0000357	2025-01-03	17:39:26	13.534	107
DATA	0000358	2025-01-03	17:40:26	12.527	101
DATA	0000359	2025-01-03	17:41:26	11.617	102
DATA	0000360	2025-01-03	17:42:26	10.758	100
DATA	0000361	2025-01-03	17:43:26	9.7770	111
DATA	0000362	2025-01-03	17:44:26	8.8563	113
DATA	0000363	2025-01-03	17:45:26	7.9614	112
DATA	0000364	2025-01-03	17:46:26	7.1067	108
DATA	0000365	2025-01-03	17:47:26	6.2612	106
DATA	0000366	2025-01-03	17:48:26	5.5680	115
DATA	0000367	2025-01-03	17:49:26	4.9567	124
DATA	0000368	2025-01-03	17:50:26	4.4073	104
DATA	0000369	2025-01-03	17:51:26	3.9223	107
DATA	0000370	2025-01-03	17:52:26	3.4457	104
DATA	0000371	2025-01-03	17:53:26	3.0055	 96
DATA	0000372	2025-01-03	17:54:26	2.5948	113
DATA	0000373	2025-01-03	17:55:26	2.2531	100
DATA	0000374	2025-01-03	17:56:26	1.9372	111
DATA	0000375	2025-01-03	17:57:26	1.6654	113
DATA	0000376	2025-01-03	17:58:26	1.4238	111
DATA	0000377	2025-01-03	17:59:26	1.2102	101
DATA	0000378	2025-01-03	18:00:26	1.0372	 96
DATA	0000379	2025-01-03	18:01:26	0.87602	156
DATA	0000380	2025-01-03	18:02:26	0.72540	144
DATA	0000381	2025-01-03	18:03:26	0.59840	154
DATA	0000382	2025-01-03	18:04:26	0.48605	153
DATA	0000383	2025-01-03	18:05:26	0.38969	167
DATA	0000384	2025-01-03	18:06:26	0.32619	155
DATA	0000385	2025-01-03	18:07:26	0.26630	153
DATA	0000386	2025-01-03	18:08:26	0.21812	152
DATA	0000387	2025-01-03	18:09:26	0.18187	165
DATA	0000388	2025-01-03	18:10:26	0.15485	156
DATA	0000389	2025-01-03	18:11:26	0.12423	147
DATA	0000390	2025-01-03	18:12:26	0.10622	139
DATA	0000391	2025-01-03	18:13:26	0.091809	205
DATA	0000392	2025-01-03	18:14:26	0.074472	204
DATA	0000393	2025-01-03	18:15:26	0.065916	209
DATA	0000394	2025-01-03	18:16:26	0.057135	205
DATA	0000395	2025-01-03	18:17:26	0.053308	205
DATA	0000396	2025-01-03	18:18:26	0.051281	205
DATA	0000397	2025-01-03	18:19:26	0.054659	219
DATA	0000398	2025-01-03	18:20:26	0.064565	209
DATA	0000399	2025-01-03	18:21:26	0.052407	203
DATA	0000400	2025-01-03	18:22:26	0.049930	194
DATA	0000401	2025-01-03	18:23:26	0.062089	196
DATA	0000402	2025-01-03	18:24:26	0.058486	204
DATA	0000403	2025-01-03	18:25:26	0.057811	197
DATA	0000404	2025-01-03	18:26:26	0.050831	194
DATA	0000405	2025-01-03	18:27:26	0.060738	203
DATA	0000406	2025-01-03	18:28:26	0.052182	199
DATA	0000407	2025-01-03	18:29:26	0.045427	205
DATA	0000408	2025-01-03	18:30:26	0.059612	199
DATA	0000409	2025-01-03	18:31:26	0.053758	206
DATA	0000410	2025-01-03	18:32:26	0.060513	186
DATA	0000411	2025-01-03	18:33:26	0.059837	205
DATA	0000412	2025-01-03	18:34:26	0.064565	201
DATA	0000413	2025-01-03	18:35:26	0.046328	200
DATA	0000414	2025-01-03	18:36:26	0.056685	209
DATA	0000415	2025-01-03	18:37:26	0.061413	196
DATA	0000416	2025-01-03	18:38:26	0.049705	208
