#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Host Connected,End of File
326,08/05/2024 14:10:00,28.033,,
327,08/05/2024 14:20:00,28.140,,
328,08/05/2024 14:30:00,28.269,,
329,08/05/2024 14:40:00,28.408,,
330,08/05/2024 14:50:00,28.547,,
331,08/05/2024 15:00:00,28.655,,
332,08/05/2024 15:10:00,28.783,,
333,08/05/2024 15:20:00,28.858,,
334,08/05/2024 15:30:00,28.976,,
335,08/05/2024 15:40:00,29.094,,
336,08/05/2024 15:50:00,29.245,,
337,08/05/2024 16:00:00,29.234,,
338,08/05/2024 16:10:00,29.180,,
339,08/05/2024 16:20:00,29.052,,
340,08/05/2024 16:30:00,28.998,,
341,08/05/2024 16:40:00,28.966,,
342,08/05/2024 16:50:00,28.923,,
343,08/05/2024 17:00:00,28.891,,
344,08/05/2024 17:10:00,28.826,,
345,08/05/2024 17:20:00,28.773,,
346,08/05/2024 17:30:00,28.719,,
347,08/05/2024 17:40:00,28.601,,
348,08/05/2024 17:50:00,28.547,,
349,08/05/2024 18:00:00,28.451,,
350,08/05/2024 18:10:00,28.397,,
351,08/05/2024 18:20:00,28.311,,
352,08/05/2024 18:30:00,28.215,,
353,08/05/2024 18:40:00,28.108,,
354,08/05/2024 18:50:00,28.022,,
355,08/05/2024 19:00:00,27.925,,
356,08/05/2024 19:10:00,27.829,,
357,08/05/2024 19:20:00,27.722,,
358,08/05/2024 19:30:00,27.636,,
359,08/05/2024 19:40:00,27.539,,
360,08/05/2024 19:50:00,27.421,,
361,08/05/2024 20:00:00,27.336,,
362,08/05/2024 20:10:00,27.239,,
363,08/05/2024 20:20:00,27.132,,
364,08/05/2024 20:30:00,27.035,,
365,08/05/2024 20:40:00,26.917,,
366,08/05/2024 20:50:00,26.831,,
367,08/05/2024 21:00:00,26.746,,
368,08/05/2024 21:10:00,26.638,,
369,08/05/2024 21:20:00,26.542,,
370,08/05/2024 21:30:00,26.477,,
371,08/05/2024 21:40:00,26.370,,
372,08/05/2024 21:50:00,26.274,,
373,08/05/2024 22:00:00,26.209,,
374,08/05/2024 22:10:00,26.102,,
375,08/05/2024 22:20:00,26.006,,
376,08/05/2024 22:30:00,25.909,,
377,08/05/2024 22:40:00,25.823,,
378,08/05/2024 22:50:00,25.737,,
379,08/05/2024 23:00:00,25.673,,
380,08/05/2024 23:10:00,25.577,,
381,08/05/2024 23:20:00,25.491,,
382,08/05/2024 23:30:00,25.416,,
383,08/05/2024 23:40:00,25.351,,
384,08/05/2024 23:50:00,25.276,,
385,08/06/2024 00:00:00,25.212,,
386,08/06/2024 00:10:00,25.137,,
387,08/06/2024 00:20:00,25.083,,
388,08/06/2024 00:30:00,25.008,,
389,08/06/2024 00:40:00,24.912,,
390,08/06/2024 00:50:00,24.847,,
391,08/06/2024 01:00:00,24.772,,
392,08/06/2024 01:10:00,24.751,,
393,08/06/2024 01:20:00,24.665,,
394,08/06/2024 01:30:00,24.601,,
395,08/06/2024 01:40:00,24.547,,
396,08/06/2024 01:50:00,24.472,,
397,08/06/2024 02:00:00,24.418,,
398,08/06/2024 02:10:00,24.375,,
399,08/06/2024 02:20:00,24.290,,
400,08/06/2024 02:30:00,24.225,,
401,08/06/2024 02:40:00,24.150,,
402,08/06/2024 02:50:00,24.107,,
403,08/06/2024 03:00:00,24.032,,
404,08/06/2024 03:10:00,23.968,,
405,08/06/2024 03:20:00,23.914,,
406,08/06/2024 03:30:00,23.861,,
407,08/06/2024 03:40:00,23.796,,
408,08/06/2024 03:50:00,23.732,,
409,08/06/2024 04:00:00,23.689,,
410,08/06/2024 04:10:00,23.625,,
411,08/06/2024 04:20:00,23.560,,
412,08/06/2024 04:30:00,23.528,,
413,08/06/2024 04:40:00,23.474,,
414,08/06/2024 04:50:00,23.432,,
415,08/06/2024 05:00:00,23.378,,
416,08/06/2024 05:10:00,23.335,,
417,08/06/2024 05:20:00,23.271,,
418,08/06/2024 05:30:00,23.239,,
419,08/06/2024 05:40:00,23.228,,
420,08/06/2024 05:50:00,23.185,,
421,08/06/2024 06:00:00,23.142,,
422,08/06/2024 06:10:00,23.121,,
423,08/06/2024 06:20:00,23.078,,
424,08/06/2024 06:30:00,23.045,,
425,08/06/2024 06:40:00,23.045,,
426,08/06/2024 06:50:00,23.024,,
427,08/06/2024 07:00:00,23.024,,
428,08/06/2024 07:10:00,23.035,,
429,08/06/2024 07:20:00,23.035,,
430,08/06/2024 07:30:00,23.067,,
431,08/06/2024 07:40:00,23.099,,
432,08/06/2024 07:50:00,23.099,,
433,08/06/2024 08:00:00,23.099,,
434,08/06/2024 08:10:00,23.131,,
435,08/06/2024 08:20:00,23.163,,
436,08/06/2024 08:30:00,23.185,,
437,08/06/2024 08:40:00,23.260,,
438,08/06/2024 08:50:00,23.281,,
439,08/06/2024 09:00:00,23.335,,
440,08/06/2024 09:10:00,23.389,,
441,08/06/2024 09:20:00,23.442,,
442,08/06/2024 09:30:00,23.496,,
443,08/06/2024 09:40:00,23.571,,
444,08/06/2024 09:50:00,23.657,,
445,08/06/2024 10:00:00,23.732,,
446,08/06/2024 10:10:00,23.828,,
447,08/06/2024 10:20:00,24.000,,
448,08/06/2024 10:30:00,24.204,,
449,08/06/2024 10:40:00,24.311,,
450,08/06/2024 10:50:00,24.418,,
451,08/06/2024 11:00:00,24.568,,
452,08/06/2024 11:10:00,24.751,,
453,08/06/2024 11:20:00,24.987,,
454,08/06/2024 11:30:00,25.330,,
455,08/06/2024 11:40:00,25.695,,
456,08/06/2024 11:50:00,25.909,,
457,08/06/2024 12:00:00,26.145,,
458,08/06/2024 12:10:00,26.381,,
459,08/06/2024 12:20:00,26.617,,
460,08/06/2024 12:30:00,26.842,,
461,08/06/2024 12:40:00,27.035,,
462,08/06/2024 12:50:00,27.196,,
463,08/06/2024 13:00:00,27.325,,
464,08/06/2024 13:10:00,27.282,,
465,08/06/2024 13:20:00,27.357,,
466,08/06/2024 13:30:00,27.475,,
467,08/06/2024 13:40:00,27.636,,
468,08/06/2024 13:50:00,27.872,,
469,08/06/2024 14:00:00,28.033,,
470,08/06/2024 14:10:00,28.269,,
471,08/06/2024 14:20:00,28.462,,
472,08/06/2024 14:30:00,28.633,,
473,08/06/2024 14:40:00,28.858,,
474,08/06/2024 14:50:00,29.041,,
475,08/06/2024 15:00:00,29.094,,
476,08/06/2024 15:10:00,29.320,,
477,08/06/2024 15:20:00,29.513,,
478,08/06/2024 15:30:00,29.363,,
479,08/06/2024 15:40:00,29.566,,
480,08/06/2024 15:50:00,29.566,,
481,08/06/2024 16:00:00,29.738,,
482,08/06/2024 16:10:00,29.695,,
483,08/06/2024 16:20:00,29.631,,
484,08/06/2024 16:30:00,29.566,,
485,08/06/2024 16:40:00,29.534,,
486,08/06/2024 16:50:00,29.523,,
487,08/06/2024 17:00:00,29.459,,
488,08/06/2024 17:10:00,29.438,,
489,08/06/2024 17:20:00,29.363,,
490,08/06/2024 17:30:00,29.330,,
491,08/06/2024 17:40:00,29.255,,
492,08/06/2024 17:50:00,29.202,,
493,08/06/2024 18:00:00,29.127,,
494,08/06/2024 18:10:00,29.062,,
495,08/06/2024 18:20:00,28.976,,
496,08/06/2024 18:30:00,28.901,,
497,08/06/2024 18:40:00,28.816,,
498,08/06/2024 18:50:00,28.773,,
499,08/06/2024 19:00:00,28.665,,
500,08/06/2024 19:10:00,28.590,,
501,08/06/2024 19:20:00,28.472,,
502,08/06/2024 19:30:00,28.408,,
503,08/06/2024 19:40:00,28.301,,
504,08/06/2024 19:50:00,28.226,,
505,08/06/2024 20:00:00,28.097,,
506,08/06/2024 20:10:00,28.011,,
507,08/06/2024 20:20:00,27.915,,
508,08/06/2024 20:30:00,27.807,,
509,08/06/2024 20:40:00,27.711,,
510,08/06/2024 20:50:00,27.614,,
511,08/06/2024 21:00:00,27.529,,
512,08/06/2024 21:10:00,27.421,,
513,08/06/2024 21:20:00,27.357,,
514,08/06/2024 21:30:00,27.260,,
515,08/06/2024 21:40:00,27.175,,
516,08/06/2024 21:50:00,27.089,,
517,08/06/2024 22:00:00,26.992,,
518,08/06/2024 22:10:00,26.917,,
519,08/06/2024 22:20:00,26.831,,
520,08/06/2024 22:30:00,26.735,,
521,08/06/2024 22:40:00,26.660,,
522,08/06/2024 22:50:00,26.595,,
523,08/06/2024 23:00:00,26.488,,
524,08/06/2024 23:10:00,26.435,,
525,08/06/2024 23:20:00,26.360,,
526,08/06/2024 23:30:00,26.263,,
527,08/06/2024 23:40:00,26.199,,
528,08/06/2024 23:50:00,26.113,,
529,08/07/2024 00:00:00,26.059,,
530,08/07/2024 00:10:00,25.984,,
531,08/07/2024 00:20:00,25.909,,
532,08/07/2024 00:30:00,25.866,,
533,08/07/2024 00:40:00,25.802,,
534,08/07/2024 00:50:00,25.737,,
535,08/07/2024 01:00:00,25.673,,
536,08/07/2024 01:10:00,25.609,,
537,08/07/2024 01:20:00,25.555,,
538,08/07/2024 01:30:00,25.512,,
539,08/07/2024 01:40:00,25.459,,
540,08/07/2024 01:50:00,25.373,,
541,08/07/2024 02:00:00,25.330,,
542,08/07/2024 02:10:00,25.276,,
543,08/07/2024 02:20:00,25.212,,
544,08/07/2024 02:30:00,25.169,,
545,08/07/2024 02:40:00,25.126,,
546,08/07/2024 02:50:00,25.062,,
547,08/07/2024 03:00:00,25.008,,
548,08/07/2024 03:10:00,24.965,,
549,08/07/2024 03:20:00,24.912,,
550,08/07/2024 03:30:00,24.869,,
551,08/07/2024 03:40:00,24.794,,
552,08/07/2024 03:50:00,24.751,,
553,08/07/2024 04:00:00,24.697,,
554,08/07/2024 04:10:00,24.676,,
555,08/07/2024 04:20:00,24.622,,
556,08/07/2024 04:30:00,24.590,,
557,08/07/2024 04:40:00,24.547,,
558,08/07/2024 04:50:00,24.515,,
559,08/07/2024 05:00:00,24.504,,
560,08/07/2024 05:10:00,24.472,,
561,08/07/2024 05:20:00,24.408,,
562,08/07/2024 05:30:00,24.375,,
563,08/07/2024 05:40:00,24.354,,
564,08/07/2024 05:50:00,24.322,,
565,08/07/2024 06:00:00,24.290,,
566,08/07/2024 06:10:00,24.268,,
567,08/07/2024 06:20:00,24.247,,
568,08/07/2024 06:30:00,24.236,,
569,08/07/2024 06:40:00,24.236,,
570,08/07/2024 06:50:00,24.225,,
571,08/07/2024 07:00:00,24.247,,
572,08/07/2024 07:10:00,24.279,,
573,08/07/2024 07:20:00,24.311,,
574,08/07/2024 07:30:00,24.322,,
575,08/07/2024 07:40:00,24.375,,
576,08/07/2024 07:50:00,24.408,,
577,08/07/2024 08:00:00,24.440,,
578,08/07/2024 08:10:00,24.504,,
579,08/07/2024 08:20:00,24.558,,
580,08/07/2024 08:30:00,24.611,,
581,08/07/2024 08:40:00,24.676,,
582,08/07/2024 08:50:00,24.740,,
583,08/07/2024 09:00:00,24.826,,
584,08/07/2024 09:10:00,24.890,,
585,08/07/2024 09:20:00,24.944,,
586,08/07/2024 09:30:00,25.008,,
587,08/07/2024 09:40:00,25.115,,
588,08/07/2024 09:50:00,25.255,,
589,08/07/2024 10:00:00,25.426,,
590,08/07/2024 10:10:00,25.502,,
591,08/07/2024 10:20:00,25.555,,
592,08/07/2024 10:30:00,25.673,,
593,08/07/2024 10:40:00,25.802,,
594,08/07/2024 10:50:00,26.048,,
595,08/07/2024 11:00:00,26.145,,
596,08/07/2024 11:10:00,26.327,,
597,08/07/2024 11:20:00,26.467,,
598,08/07/2024 11:30:00,26.671,,
599,08/07/2024 11:40:00,26.874,,
600,08/07/2024 11:50:00,27.089,,
601,08/07/2024 12:00:00,27.260,,
602,08/07/2024 12:10:00,27.486,,
603,08/07/2024 12:20:00,27.507,,
604,08/07/2024 12:30:00,27.807,,
605,08/07/2024 12:40:00,28.097,,
606,08/07/2024 12:50:00,28.290,,
607,08/07/2024 13:00:00,28.505,,
608,08/07/2024 13:10:00,28.537,,
609,08/07/2024 13:20:00,28.505,,
610,08/07/2024 13:30:00,28.580,,
611,08/07/2024 13:40:00,28.773,,
612,08/07/2024 13:50:00,28.976,,
613,08/07/2024 14:00:00,29.127,,
614,08/07/2024 14:10:00,29.330,,
615,08/07/2024 14:20:00,29.513,,
616,08/07/2024 14:30:00,29.641,,
617,08/07/2024 14:40:00,29.770,,
618,08/07/2024 14:50:00,29.920,,
619,08/07/2024 15:00:00,30.028,,
620,08/07/2024 15:10:00,30.103,,
621,08/07/2024 15:20:00,30.231,,
622,08/07/2024 15:30:00,30.371,,
623,08/07/2024 15:40:00,30.499,,
624,08/07/2024 15:50:00,30.574,,
625,08/07/2024 16:00:00,30.596,,
626,08/07/2024 16:10:00,30.510,,
627,08/07/2024 16:20:00,30.381,,
628,08/07/2024 16:30:00,30.285,,
629,08/07/2024 16:40:00,30.242,,
630,08/07/2024 16:50:00,30.199,,
631,08/07/2024 17:00:00,30.145,,
632,08/07/2024 17:10:00,30.092,,
633,08/07/2024 17:20:00,30.028,,
634,08/07/2024 17:30:00,29.952,,
635,08/07/2024 17:40:00,29.877,,
636,08/07/2024 17:50:00,29.824,,
637,08/07/2024 18:00:00,29.749,,
638,08/07/2024 18:10:00,29.652,,
639,08/07/2024 18:20:00,29.588,,
640,08/07/2024 18:30:00,29.491,,
641,08/07/2024 18:40:00,29.405,,
642,08/07/2024 18:50:00,29.352,,
643,08/07/2024 19:00:00,29.223,,
644,08/07/2024 19:10:00,29.148,,
645,08/07/2024 19:20:00,29.062,,
646,08/07/2024 19:30:00,28.998,,
647,08/07/2024 19:40:00,28.934,,
648,08/07/2024 19:50:00,28.848,,
649,08/07/2024 20:00:00,28.762,,
650,08/07/2024 20:10:00,28.676,,
651,08/07/2024 20:20:00,28.601,,
652,08/07/2024 20:30:00,28.515,,
653,08/07/2024 20:40:00,28.429,,
654,08/07/2024 20:50:00,28.365,,
655,08/07/2024 21:00:00,28.269,,
656,08/07/2024 21:10:00,28.215,,
657,08/07/2024 21:20:00,28.129,,
658,08/07/2024 21:30:00,28.043,,
659,08/07/2024 21:40:00,27.958,,
660,08/07/2024 21:50:00,27.904,,
661,08/07/2024 22:00:00,27.829,,
662,08/07/2024 22:10:00,27.754,,
