date_time_raw,temp_raw,datetime,date,time,temp
01/24/2025 16:20:00,19.077,2025-01-24T16:20:00Z,2025-01-24,16:20:00,19.077
01/24/2025 16:30:00,19.109,2025-01-24T16:30:00Z,2025-01-24,16:30:00,19.109
01/24/2025 16:40:00,19.120,2025-01-24T16:40:00Z,2025-01-24,16:40:00,19.12
01/24/2025 16:50:00,19.152,2025-01-24T16:50:00Z,2025-01-24,16:50:00,19.152
01/24/2025 17:00:00,19.163,2025-01-24T17:00:00Z,2025-01-24,17:00:00,19.163
01/24/2025 17:10:00,19.184,2025-01-24T17:10:00Z,2025-01-24,17:10:00,19.184
01/24/2025 17:20:00,19.195,2025-01-24T17:20:00Z,2025-01-24,17:20:00,19.195
01/24/2025 17:30:00,19.206,2025-01-24T17:30:00Z,2025-01-24,17:30:00,19.206
01/24/2025 17:40:00,19.217,2025-01-24T17:40:00Z,2025-01-24,17:40:00,19.217
01/24/2025 17:50:00,19.217,2025-01-24T17:50:00Z,2025-01-24,17:50:00,19.217
01/24/2025 18:00:00,19.217,2025-01-24T18:00:00Z,2025-01-24,18:00:00,19.217
01/24/2025 18:10:00,19.217,2025-01-24T18:10:00Z,2025-01-24,18:10:00,19.217
01/24/2025 18:20:00,19.217,2025-01-24T18:20:00Z,2025-01-24,18:20:00,19.217
01/24/2025 18:30:00,19.217,2025-01-24T18:30:00Z,2025-01-24,18:30:00,19.217
01/24/2025 18:40:00,19.195,2025-01-24T18:40:00Z,2025-01-24,18:40:00,19.195
01/24/2025 18:50:00,19.195,2025-01-24T18:50:00Z,2025-01-24,18:50:00,19.195
01/24/2025 19:00:00,19.195,2025-01-24T19:00:00Z,2025-01-24,19:00:00,19.195
01/24/2025 19:10:00,19.195,2025-01-24T19:10:00Z,2025-01-24,19:10:00,19.195
01/24/2025 19:20:00,19.195,2025-01-24T19:20:00Z,2025-01-24,19:20:00,19.195
01/24/2025 19:30:00,19.195,2025-01-24T19:30:00Z,2025-01-24,19:30:00,19.195
01/24/2025 19:40:00,19.206,2025-01-24T19:40:00Z,2025-01-24,19:40:00,19.206
01/24/2025 19:50:00,19.206,2025-01-24T19:50:00Z,2025-01-24,19:50:00,19.206
01/24/2025 20:00:00,19.206,2025-01-24T20:00:00Z,2025-01-24,20:00:00,19.206
01/24/2025 20:10:00,19.206,2025-01-24T20:10:00Z,2025-01-24,20:10:00,19.206
01/24/2025 20:20:00,19.195,2025-01-24T20:20:00Z,2025-01-24,20:20:00,19.195
01/24/2025 20:30:00,19.206,2025-01-24T20:30:00Z,2025-01-24,20:30:00,19.206
01/24/2025 20:40:00,19.195,2025-01-24T20:40:00Z,2025-01-24,20:40:00,19.195
01/24/2025 20:50:00,19.195,2025-01-24T20:50:00Z,2025-01-24,20:50:00,19.195
01/24/2025 21:00:00,19.195,2025-01-24T21:00:00Z,2025-01-24,21:00:00,19.195
01/24/2025 21:10:00,19.195,2025-01-24T21:10:00Z,2025-01-24,21:10:00,19.195
01/24/2025 21:20:00,19.195,2025-01-24T21:20:00Z,2025-01-24,21:20:00,19.195
01/24/2025 21:30:00,19.195,2025-01-24T21:30:00Z,2025-01-24,21:30:00,19.195
01/24/2025 21:40:00,19.195,2025-01-24T21:40:00Z,2025-01-24,21:40:00,19.195
01/24/2025 21:50:00,19.195,2025-01-24T21:50:00Z,2025-01-24,21:50:00,19.195
01/24/2025 22:00:00,19.195,2025-01-24T22:00:00Z,2025-01-24,22:00:00,19.195
01/24/2025 22:10:00,19.184,2025-01-24T22:10:00Z,2025-01-24,22:10:00,19.184
01/24/2025 22:20:00,19.184,2025-01-24T22:20:00Z,2025-01-24,22:20:00,19.184
01/24/2025 22:30:00,19.184,2025-01-24T22:30:00Z,2025-01-24,22:30:00,19.184
01/24/2025 22:40:00,19.174,2025-01-24T22:40:00Z,2025-01-24,22:40:00,19.174
01/24/2025 22:50:00,19.174,2025-01-24T22:50:00Z,2025-01-24,22:50:00,19.174
01/24/2025 23:00:00,19.163,2025-01-24T23:00:00Z,2025-01-24,23:00:00,19.163
01/24/2025 23:10:00,19.163,2025-01-24T23:10:00Z,2025-01-24,23:10:00,19.163
