#,Date-Time (HST),Temperature   (°C),Host Connected,Started,End of File
2631,1/24/25 12:10,18.423,,,
2632,1/24/25 12:20,18.423,,,
2633,1/24/25 12:30,18.487,,,
2634,1/24/25 12:40,18.562,,,
2635,1/24/25 12:50,18.595,,,
2636,1/24/25 13:00,18.637,,,
2637,1/24/25 13:10,18.659,,,
2638,1/24/25 13:20,18.723,,,
2639,1/24/25 13:30,18.745,,,
2640,1/24/25 13:40,18.798,,,
2641,1/24/25 13:50,18.852,,,
2642,1/24/25 14:00,18.873,,,
2643,1/24/25 14:10,18.895,,,
2644,1/24/25 14:20,18.916,,,
2645,1/24/25 14:30,18.959,,,
2646,1/24/25 14:40,18.97,,,
2647,1/24/25 14:50,19.002,,,
2648,1/24/25 15:00,19.013,,,
2649,1/24/25 15:10,19.056,,,
2650,1/24/25 15:20,19.077,,,
2651,1/24/25 15:30,19.109,,,
2652,1/24/25 15:40,19.152,,,
2653,1/24/25 15:50,19.195,,,
2654,1/24/25 16:00,19.184,,,
2655,1/24/25 16:10,19.217,,,
2656,1/24/25 16:20,19.217,,,
2657,1/24/25 16:30,19.27,,,
2658,1/24/25 16:40,19.27,,,
2659,1/24/25 16:50,19.302,,,
2660,1/24/25 17:00,19.302,,,
2661,1/24/25 17:10,19.324,,,
2662,1/24/25 17:20,19.345,,,
2663,1/24/25 17:30,19.345,,,
2664,1/24/25 17:40,19.356,,,
2665,1/24/25 17:50,19.345,,,
2666,1/24/25 18:00,19.324,,,
2667,1/24/25 18:10,19.356,,,
2668,1/24/25 18:20,19.335,,,
2669,1/24/25 18:30,19.292,,,
2670,1/24/25 18:40,19.281,,,
2671,1/24/25 18:50,19.26,,,
2672,1/24/25 19:00,19.26,,,
2673,1/24/25 19:10,19.281,,,
2674,1/24/25 19:20,19.27,,,
2675,1/24/25 19:30,19.281,,,
2676,1/24/25 19:40,19.27,,,
2677,1/24/25 19:50,19.281,,,
2678,1/24/25 20:00,19.292,,,
2679,1/24/25 20:10,19.281,,,
2680,1/24/25 20:20,19.249,,,
2681,1/24/25 20:30,19.292,,,
2682,1/24/25 20:40,19.281,,,
2683,1/24/25 20:50,19.281,,,
2684,1/24/25 21:00,19.281,,,
2685,1/24/25 21:10,19.26,,,
2686,1/24/25 21:20,19.27,,,
2687,1/24/25 21:30,19.249,,,
2688,1/24/25 21:40,19.26,,,
2689,1/24/25 21:50,19.27,,,
2690,1/24/25 22:00,19.26,,,
2691,1/24/25 22:10,19.249,,,
2692,1/24/25 22:20,19.249,,,
2693,1/24/25 22:30,19.238,,,
2694,1/24/25 22:40,19.238,,,
2695,1/24/25 22:50,19.249,,,
2696,1/24/25 23:00,19.249,,,
2697,1/24/25 23:10,19.249,,,
2698,1/24/25 23:20,19.249,,,
2699,1/24/25 23:30,19.227,,,
2700,1/24/25 23:40,19.249,,,
2701,1/24/25 23:50,19.217,,,
2702,1/25/25 0:00,19.217,,,
2703,1/25/25 0:10,19.227,,,
2704,1/25/25 0:20,19.217,,,
2705,1/25/25 0:30,19.238,,,
2706,1/25/25 0:40,19.227,,,
2707,1/25/25 0:50,19.217,,,
2708,1/25/25 1:00,19.206,,,
2709,1/25/25 1:10,19.227,,,
2710,1/25/25 1:20,19.206,,,
2711,1/25/25 1:30,19.195,,,
2712,1/25/25 1:40,19.195,,,
2713,1/25/25 1:50,19.184,,,
2714,1/25/25 2:00,19.195,,,
2715,1/25/25 2:10,19.206,,,
2716,1/25/25 2:20,19.184,,,
2717,1/25/25 2:30,19.184,,,
2718,1/25/25 2:40,19.174,,,
2719,1/25/25 2:50,19.195,,,
2720,1/25/25 3:00,19.184,,,
2721,1/25/25 3:10,19.163,,,
2722,1/25/25 3:20,19.174,,,
2723,1/25/25 3:30,19.195,,,
2724,1/25/25 3:40,19.142,,,
2725,1/25/25 3:50,19.131,,,
2726,1/25/25 4:00,19.131,,,
2727,1/25/25 4:10,19.152,,,
2728,1/25/25 4:20,19.131,,,
2729,1/25/25 4:30,19.142,,,
2730,1/25/25 4:40,19.131,,,
2731,1/25/25 4:50,19.131,,,
2732,1/25/25 5:00,19.131,,,
2733,1/25/25 5:10,19.12,,,
2734,1/25/25 5:20,19.109,,,
2735,1/25/25 5:30,19.142,,,
2736,1/25/25 5:40,19.099,,,
2737,1/25/25 5:50,19.099,,,
2738,1/25/25 6:00,19.109,,,
2739,1/25/25 6:10,19.109,,,
2740,1/25/25 6:20,19.099,,,
2741,1/25/25 6:30,19.109,,,
2742,1/25/25 6:40,19.109,,,
2743,1/25/25 6:50,19.066,,,
2744,1/25/25 7:00,19.099,,,
2745,1/25/25 7:10,19.077,,,
2746,1/25/25 7:20,19.088,,,
2747,1/25/25 7:30,19.088,,,
2748,1/25/25 7:40,19.088,,,
2749,1/25/25 7:50,19.099,,,
2750,1/25/25 8:00,19.099,,,
2751,1/25/25 8:10,19.099,,,
2752,1/25/25 8:20,19.131,,,
2753,1/25/25 8:30,19.174,,,
2754,1/25/25 8:40,19.195,,,
2755,1/25/25 8:50,19.184,,,
2756,1/25/25 9:00,19.195,,,
2757,1/25/25 9:10,19.227,,,
2758,1/25/25 9:20,19.249,,,
2759,1/25/25 9:30,19.249,,,
2760,1/25/25 9:40,19.27,,,
2761,1/25/25 9:50,19.302,,,
2762,1/25/25 10:00,19.292,,,
2763,1/25/25 10:10,19.335,,,
2764,1/25/25 10:20,19.367,,,
2765,1/25/25 10:22,,Logged,,
2766,1/25/25 10:30,19.635,,,
2767,1/25/25 10:40,21.876,,,
2768,1/25/25 10:50,22.016,,,
2769,1/25/25 11:00,22.027,,,
2770,1/25/25 11:10,21.994,,,
2771,1/25/25 11:20,21.737,,,
2772,1/25/25 11:30,21.587,,,
2773,1/25/25 11:40,21.533,,,
2774,1/25/25 11:50,21.501,,,
2775,1/25/25 12:00,21.469,,,
2776,1/25/25 12:00,,Logged,,
2777,1/25/25 12:10,21.48,,,
2778,1/25/25 12:20,21.458,,,
2779,1/25/25 12:30,21.426,,,
2780,1/25/25 12:40,21.426,,,
2781,1/25/25 12:50,21.394,,,
2782,1/25/25 13:00,21.383,,,
2783,1/25/25 13:10,21.372,,,
2784,1/25/25 13:20,21.34,,,
2785,1/25/25 13:30,21.34,,,
2786,1/25/25 13:40,21.319,,,
2787,1/25/25 13:50,22.155,,,
2788,1/25/25 14:00,22.402,,,
2789,1/25/25 14:10,22.359,,,
2790,1/25/25 14:20,22.273,,,
2791,1/25/25 14:30,22.23,,,
2792,1/25/25 14:40,22.209,,,
2793,1/25/25 14:50,22.187,,,
2794,1/25/25 15:00,22.145,,,
2795,1/25/25 15:10,22.112,,,
2796,1/25/25 15:20,22.091,,,
2797,1/25/25 15:30,22.059,,,
2798,1/25/25 15:40,22.037,,,
2799,1/25/25 15:50,22.005,,,
2800,1/25/25 16:00,21.994,,,
2801,1/25/25 16:10,21.941,,,
2802,1/25/25 16:20,21.898,,,
2803,1/25/25 16:30,21.876,,,
2804,1/25/25 16:40,21.834,,,
2805,1/25/25 16:50,21.801,,,
2806,1/25/25 17:00,21.769,,,
2807,1/25/25 17:10,21.758,,,
2808,1/25/25 17:20,21.705,,,
2809,1/25/25 17:30,21.683,,,
2810,1/25/25 17:40,21.64,,,
2811,1/25/25 17:50,21.587,,,
2812,1/25/25 18:00,21.576,,,
2813,1/25/25 18:10,21.533,,,
2814,1/25/25 18:20,21.48,,,
2815,1/25/25 18:30,21.469,,,
2816,1/25/25 18:40,21.447,,,
2817,1/25/25 18:50,21.383,,,
2818,1/25/25 19:00,21.405,,,
2819,1/25/25 19:10,21.362,,,
2820,1/25/25 19:20,21.34,,,
2821,1/25/25 19:30,21.308,,,
2822,1/25/25 19:40,21.297,,,
2823,1/25/25 19:50,21.276,,,
2824,1/25/25 20:00,21.265,,,
2825,1/25/25 20:10,21.211,,,
2826,1/25/25 20:20,21.179,,,
2827,1/25/25 20:30,21.19,,,
2828,1/25/25 20:40,21.136,,,
2829,1/25/25 20:50,21.126,,,
2830,1/25/25 21:00,21.093,,,
2831,1/25/25 21:10,21.051,,,
2832,1/25/25 21:20,21.051,,,
2833,1/25/25 21:30,21.04,,,
2834,1/25/25 21:40,21.008,,,
2835,1/25/25 21:50,20.965,,,
2836,1/25/25 22:00,20.943,,,
2837,1/25/25 22:10,20.922,,,
2838,1/25/25 22:20,20.9,,,
2839,1/25/25 22:30,20.89,,,
2840,1/25/25 22:40,20.858,,,
2841,1/25/25 22:50,20.825,,,
2842,1/25/25 23:00,20.815,,,
2843,1/25/25 23:10,20.782,,,
2844,1/25/25 23:20,20.75,,,
2845,1/25/25 23:30,20.74,,,
2846,1/25/25 23:40,20.707,,,
2847,1/25/25 23:50,20.686,,,
2848,1/26/25 0:00,20.654,,,
2849,1/26/25 0:10,20.643,,,
2850,1/26/25 0:20,20.611,,,
2851,1/26/25 0:30,20.589,,,
2852,1/26/25 0:40,20.589,,,
2853,1/26/25 0:50,20.579,,,
2854,1/26/25 1:00,20.547,,,
2855,1/26/25 1:10,20.536,,,
2856,1/26/25 1:20,20.525,,,
2857,1/26/25 1:30,20.482,,,
2858,1/26/25 1:40,20.471,,,
2859,1/26/25 1:50,20.461,,,
2860,1/26/25 2:00,20.45,,,
2861,1/26/25 2:10,20.407,,,
2862,1/26/25 2:20,20.396,,,
2863,1/26/25 2:30,20.375,,,
2864,1/26/25 2:40,20.364,,,
2865,1/26/25 2:50,20.321,,,
2866,1/26/25 3:00,20.332,,,
2867,1/26/25 3:10,20.311,,,
2868,1/26/25 3:20,20.278,,,
2869,1/26/25 3:30,20.278,,,
2870,1/26/25 3:40,20.268,,,
2871,1/26/25 3:50,20.246,,,
2872,1/26/25 4:00,20.235,,,
2873,1/26/25 4:10,20.193,,,
2874,1/26/25 4:20,20.182,,,
2875,1/26/25 4:30,20.193,,,
2876,1/26/25 4:40,20.171,,,
2877,1/26/25 4:50,20.16,,,
2878,1/26/25 5:00,20.139,,,
2879,1/26/25 5:10,20.128,,,
2880,1/26/25 5:20,20.118,,,
2881,1/26/25 5:30,20.096,,,
2882,1/26/25 5:40,20.075,,,
2883,1/26/25 5:50,20.032,,,
2884,1/26/25 6:00,20.01,,,
2885,1/26/25 6:10,20,,,
2886,1/26/25 6:20,19.989,,,
2887,1/26/25 6:30,19.978,,,
2888,1/26/25 6:40,22.198,,,
2889,1/26/25 6:50,22.187,,,
2890,1/26/25 7:00,22.091,,,
2891,1/26/25 7:10,21.973,,,
2892,1/26/25 7:20,21.909,,,
2893,1/26/25 7:30,21.844,,,
2894,1/26/25 7:40,21.769,,,
2895,1/26/25 7:50,21.726,,,
2896,1/26/25 8:00,21.694,,,
2897,1/26/25 8:10,21.63,,,
2898,1/26/25 8:20,21.598,,,
2899,1/26/25 8:30,21.555,,,
2900,1/26/25 8:40,21.512,,,
2901,1/26/25 8:50,22.509,,,
2902,1/26/25 9:00,22.423,,,
2903,1/26/25 9:10,22.359,,,
2904,1/26/25 9:20,22.391,,,
2905,1/26/25 9:30,22.305,,,
2906,1/26/25 9:40,22.241,,,
2907,1/26/25 9:50,22.177,,,
2908,1/26/25 10:00,22.123,,,
2909,1/26/25 10:10,22.069,,,
2910,1/26/25 10:20,22.027,,,
2911,1/26/25 10:30,22.027,,,
2912,1/26/25 10:40,22.016,,,
2913,1/26/25 10:50,21.962,,,
2914,1/26/25 11:00,21.909,,,
2915,1/26/25 11:10,21.909,,,
2916,1/26/25 11:20,21.919,,,
2917,1/26/25 11:30,21.909,,,
2918,1/26/25 11:40,21.898,,,
2919,1/26/25 11:50,21.93,,,
2920,1/26/25 12:00,21.93,,,
2921,1/26/25 12:10,21.93,,,
2922,1/26/25 12:20,21.973,,,
2923,1/26/25 12:30,21.994,,,
2924,1/26/25 12:40,21.994,,,
2925,1/26/25 12:50,21.984,,,
2926,1/26/25 13:00,22.005,,,
2927,1/26/25 13:10,21.984,,,
2928,1/26/25 13:20,21.994,,,
2929,1/26/25 13:30,22.037,,,
2930,1/26/25 13:40,22.048,,,
2931,1/26/25 13:50,22.069,,,
2932,1/26/25 14:00,22.069,,,
2933,1/26/25 14:10,22.059,,,
2934,1/26/25 14:20,22.059,,,
2935,1/26/25 14:30,22.059,,,
2936,1/26/25 14:40,22.091,,,
2937,1/26/25 14:50,22.123,,,
2938,1/26/25 15:00,22.134,,,
2939,1/26/25 15:10,22.145,,,
2940,1/26/25 15:20,22.155,,,
2941,1/26/25 15:30,22.155,,,
2942,1/26/25 15:40,22.155,,,
2943,1/26/25 15:50,22.155,,,
2944,1/26/25 16:00,22.145,,,
2945,1/26/25 16:10,22.198,,,
2946,1/26/25 16:20,22.134,,,
2947,1/26/25 16:30,22.102,,,
2948,1/26/25 16:40,22.091,,,
2949,1/26/25 16:50,22.059,,,
2950,1/26/25 17:00,22.059,,,
2951,1/26/25 17:10,21.994,,,
2952,1/26/25 17:20,21.994,,,
2953,1/26/25 17:30,21.962,,,
2954,1/26/25 17:40,21.93,,,
2955,1/26/25 17:50,21.887,,,
2956,1/26/25 18:00,21.855,,,
2957,1/26/25 18:10,21.823,,,
2958,1/26/25 18:20,21.801,,,
2959,1/26/25 18:30,21.769,,,
2960,1/26/25 18:40,21.748,,,
2961,1/26/25 18:50,21.705,,,
2962,1/26/25 19:00,21.673,,,
2963,1/26/25 19:10,21.651,,,
2964,1/26/25 19:20,21.619,,,
2965,1/26/25 19:30,21.608,,,
2966,1/26/25 19:40,21.576,,,
2967,1/26/25 19:50,21.533,,,
2968,1/26/25 20:00,21.501,,,
2969,1/26/25 20:10,21.458,,,
2970,1/26/25 20:20,21.394,,,
2971,1/26/25 20:30,21.351,,,
2972,1/26/25 20:40,21.308,,,
2973,1/26/25 20:50,21.244,,,
2974,1/26/25 21:00,21.233,,,
2975,1/26/25 21:10,21.158,,,
2976,1/26/25 21:20,21.136,,,
2977,1/26/25 21:30,21.083,,,
2978,1/26/25 21:40,21.018,,,
2979,1/26/25 21:50,20.997,,,
2980,1/26/25 22:00,20.933,,,
2981,1/26/25 22:10,20.911,,,
2982,1/26/25 22:20,20.879,,,
2983,1/26/25 22:30,20.836,,,
2984,1/26/25 22:40,20.804,,,
2985,1/26/25 22:50,20.772,,,
2986,1/26/25 23:00,20.729,,,
2987,1/26/25 23:10,20.697,,,
2988,1/26/25 23:20,20.664,,,
2989,1/26/25 23:30,20.643,,,
2990,1/26/25 23:40,20.611,,,
2991,1/26/25 23:50,20.557,,,
2992,1/27/25 0:00,20.514,,,
2993,1/27/25 0:10,20.504,,,
2994,1/27/25 0:20,20.471,,,
2995,1/27/25 0:30,20.429,,,
2996,1/27/25 0:40,20.386,,,
2997,1/27/25 0:50,20.386,,,
2998,1/27/25 1:00,20.353,,,
2999,1/27/25 1:10,20.289,,,
3000,1/27/25 1:20,20.246,,,
3001,1/27/25 1:30,20.214,,,
3002,1/27/25 1:40,20.182,,,
3003,1/27/25 1:50,20.182,,,
3004,1/27/25 2:00,20.118,,,
3005,1/27/25 2:10,20.053,,,
3006,1/27/25 2:20,20.032,,,
3007,1/27/25 2:30,20.01,,,
3008,1/27/25 2:40,19.957,,,
3009,1/27/25 2:50,19.924,,,
3010,1/27/25 3:00,19.924,,,
3011,1/27/25 3:10,19.871,,,
3012,1/27/25 3:20,19.839,,,
3013,1/27/25 3:30,19.817,,,
3014,1/27/25 3:40,19.774,,,
3015,1/27/25 3:50,19.742,,,
3016,1/27/25 4:00,19.721,,,
3017,1/27/25 4:10,19.699,,,
3018,1/27/25 4:20,19.656,,,
3019,1/27/25 4:30,19.646,,,
3020,1/27/25 4:40,19.613,,,
3021,1/27/25 4:50,19.603,,,
3022,1/27/25 5:00,19.592,,,
3023,1/27/25 5:10,19.571,,,
3024,1/27/25 5:20,19.571,,,
3025,1/27/25 5:30,19.603,,,
3026,1/27/25 5:40,19.592,,,
3027,1/27/25 5:50,19.581,,,
3028,1/27/25 6:00,19.581,,,
3029,1/27/25 6:10,19.592,,,
3030,1/27/25 6:20,19.592,,,
3031,1/27/25 6:30,19.571,,,
3032,1/27/25 6:40,21.898,,,
3033,1/27/25 6:50,21.941,,,
3034,1/27/25 7:00,21.834,,,
3035,1/27/25 7:10,21.758,,,
3036,1/27/25 7:20,21.705,,,
3037,1/27/25 7:30,21.662,,,
3038,1/27/25 7:40,21.63,,,
3039,1/27/25 7:50,21.598,,,
3040,1/27/25 8:00,21.555,,,
3041,1/27/25 8:10,21.522,,,
3042,1/27/25 8:20,21.48,,,
3043,1/27/25 8:30,21.458,,,
3044,1/27/25 8:40,21.469,,,
3045,1/27/25 8:50,21.447,,,
3046,1/27/25 9:00,21.437,,,
3047,1/27/25 9:10,21.437,,,
3048,1/27/25 9:20,21.405,,,
3049,1/27/25 9:30,21.415,,,
3050,1/27/25 9:40,21.415,,,
3051,1/27/25 9:50,21.458,,,
3052,1/27/25 10:00,21.48,,,
3053,1/27/25 10:10,21.458,,,
3054,1/27/25 10:20,21.512,,,
3055,1/27/25 10:30,21.555,,,
3056,1/27/25 10:40,21.576,,,
3057,1/27/25 10:50,21.598,,,
3058,1/27/25 11:00,21.673,,,
3059,1/27/25 11:10,21.64,,,
3060,1/27/25 11:20,21.64,,,
3061,1/27/25 11:30,21.64,,,
3062,1/27/25 11:40,21.662,,,
3063,1/27/25 11:50,21.662,,,
3064,1/27/25 12:00,21.598,,,
3065,1/27/25 12:10,21.662,,,
3066,1/27/25 12:20,21.683,,,
3067,1/27/25 12:30,21.683,,,
3068,1/27/25 12:40,21.726,,,
3069,1/27/25 12:50,21.748,,,
3070,1/27/25 13:00,21.758,,,
3071,1/27/25 13:10,21.726,,,
3072,1/27/25 13:20,21.801,,,
3073,1/27/25 13:30,21.78,,,
3074,1/27/25 13:40,21.769,,,
3075,1/27/25 13:50,21.791,,,
3076,1/27/25 14:00,21.823,,,
3077,1/27/25 14:10,21.834,,,
3078,1/27/25 14:20,21.866,,,
3079,1/27/25 14:30,21.876,,,
3080,1/27/25 14:40,21.898,,,
3081,1/27/25 14:50,21.876,,,
3082,1/27/25 15:00,21.887,,,
3083,1/27/25 15:10,21.919,,,
3084,1/27/25 15:20,21.887,,,
3085,1/27/25 15:30,21.876,,,
3086,1/27/25 15:40,21.887,,,
3087,1/27/25 15:50,21.866,,,
3088,1/27/25 16:00,21.866,,,
3089,1/27/25 16:10,21.855,,,
3090,1/27/25 16:20,21.748,,,
3091,1/27/25 16:30,21.726,,,
3092,1/27/25 16:40,21.716,,,
3093,1/27/25 16:50,21.726,,,
3094,1/27/25 17:00,21.758,,,
3095,1/27/25 17:10,21.78,,,
3096,1/27/25 17:20,21.769,,,
3097,1/27/25 17:30,21.78,,,
3098,1/27/25 17:40,21.726,,,
3099,1/27/25 17:50,21.716,,,
3100,1/27/25 18:00,21.662,,,
3101,1/27/25 18:10,21.619,,,
3102,1/27/25 18:20,21.576,,,
3103,1/27/25 18:30,21.555,,,
3104,1/27/25 18:40,21.49,,,
3105,1/27/25 18:50,21.469,,,
3106,1/27/25 19:00,21.405,,,
3107,1/27/25 19:10,21.351,,,
3108,1/27/25 19:20,21.287,,,
3109,1/27/25 19:30,21.276,,,
